n_ot,producto_id,descripcion,cantidad,anio,mes,km,tipo_ot_desc,c_repuesto,descripcion_repuesto,marca_repuesto
10000761,SIN_CODIGO,Material Consumible,1.0,2025,7,48145,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000793,01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,1.0,2025,8,132852,Reparación / Servicio,01001-01004,REPUESTO FALTANTE,SIN MARCA
10000777,SIN_CODIGO,Radiador Compatible,1.0,2025,7,89454,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000759,SIN_CODIGO,Templador Chico,1.0,2025,7,139273,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10001185,SIN_CODIGO,Arbol De Levas Admision,1.0,2026,4,25141,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10001011,SIN_CODIGO,Soporte De Caja,1.0,2026,1,109330,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10001142,SIN_CODIGO,Anillos 0.10,1.0,2026,3,74155,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10001142,SIN_CODIGO,Metales De Bancada,1.0,2026,3,74155,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10001168,01001-01032,Aceite De Motor Sae 5w-30,6.0,2026,4,68132,Reparación / Servicio,01001-01032,REPUESTO FALTANTE,SIN MARCA
10001075,SIN_CODIGO,Soporte De Motor,1.0,2026,2,81175,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10001122,01001-01006,Liquido De Freno Dot4  500ml,2.0,2026,3,108896,Reparación / Servicio,01001-01006,REPUESTO FALTANTE,SIN MARCA
10001089,SIN_CODIGO,Empaquetadura De Tapa Admision,1.0,2026,2,95246,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10001100,01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,1.0,2026,2,185539,Reparación / Servicio,01001-01004,REPUESTO FALTANTE,SIN MARCA
10001208,SIN_CODIGO,Resorte De Mecanismo De Zapatas,1.0,2026,4,144101,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10001163,01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,1.0,2026,3,41904,Reparación / Servicio,01001-01004,REPUESTO FALTANTE,SIN MARCA
10001237,01001-06027,Filtro De Aire,1.0,2026,4,70056,Reparación / Servicio,01001-06027,REPUESTO FALTANTE,SIN MARCA
10001237,01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,1.0,2026,4,70056,Reparación / Servicio,01001-01004,REPUESTO FALTANTE,SIN MARCA
10001251,01001-03007,Arandela De Tapon De Carter,1.0,2026,5,134731,Reparación / Servicio,01001-03007,REPUESTO FALTANTE,SIN MARCA
10001165,01001-02015,Bateria Bosch - 75b-24ls (58d-51r),1.0,2026,3,106742,Reparación / Servicio,01001-02015,REPUESTO FALTANTE,SIN MARCA
10001219,MC,Material Consumible,1.0,2026,4,88383,Reparación / Servicio,MC,REPUESTO FALTANTE,SIN MARCA
10001260,MC,Material Consumible,1.0,2026,5,82964,Reparación / Servicio,MC,REPUESTO FALTANTE,SIN MARCA
10001239,SIN_CODIGO,Filtro De Aceite,1.0,2026,5,47990,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10001252,01001-03007,Arandela De Tapon De Carter,1.0,2026,5,77123,Reparación / Servicio,01001-03007,REPUESTO FALTANTE,SIN MARCA
10001252,01001-06028,Filtro De Cabina A/c,1.0,2026,5,77123,Reparación / Servicio,01001-06028,REPUESTO FALTANTE,SIN MARCA
10001259,SIN_CODIGO,Pastillas De Freno Delantero,1.0,2026,5,320076,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10001269,SIN_CODIGO,Reten De Cigue�al Delt,1.0,2026,5,99794,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000943,01001-03007,Arandela De Tapon De Carter,1.0,2025,11,61372,Reparación / Servicio,01001-03007,REPUESTO FALTANTE,SIN MARCA
10000952,SIN_CODIGO,Filtro De Aire,1.0,2025,11,92639,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000985,01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,1.0,2025,12,157647,Reparación / Servicio,01001-01004,REPUESTO FALTANTE,SIN MARCA
10001015,MC,Material Consumible,1.0,2026,1,75287,Reparación / Servicio,MC,REPUESTO FALTANTE,SIN MARCA
10000807,01001-01035,Aceite De Caja Cvt,4.0,2025,8,82324,Reparación / Servicio,01001-01035,REPUESTO FALTANTE,SIN MARCA
10000839,SIN_CODIGO,Jgo De Metales De Biela,1.0,2025,9,134340,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000839,SIN_CODIGO,Empaque De Culata,1.0,2025,9,134340,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000804,01001-03126,Empaque De Base De Filtro De Aceite B,1.0,2025,8,175990,Reparación / Servicio,01001-03126,REPUESTO FALTANTE,SIN MARCA
10000804,01001-03015,Empaque Vtc,1.0,2025,8,175990,Reparación / Servicio,01001-03015,REPUESTO FALTANTE,SIN MARCA
10000934,01001-03007,Arandela De Tapon De Carter,1.0,2025,11,82390,Reparación / Servicio,01001-03007,REPUESTO FALTANTE,SIN MARCA
10000813,01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,1.0,2025,8,58562,Reparación / Servicio,01001-01004,REPUESTO FALTANTE,SIN MARCA
10000837,SIN_CODIGO,Refrigerante Concentrado G12,3.0,2025,9,114259,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000840,01001-01016,Aceite De Motor  5w40,5.0,2025,9,53627,Reparación / Servicio,01001-01016,REPUESTO FALTANTE,SIN MARCA
10000840,SIN_CODIGO,Filtro De Cabina O A/c,1.0,2025,9,53627,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000870,SIN_CODIGO,Filtro De Aceite De Motor,1.0,2025,10,123503,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000918,01001-01037,Aceite De Motor 5w30 C2/c3,6.0,2025,11,50426,Reparación / Servicio,01001-01037,REPUESTO FALTANTE,SIN MARCA
10000972,01001-010078,Liquido De Freno Dot 4,2.0,2025,12,79282,Reparación / Servicio,01001-010078,REPUESTO FALTANTE,SIN MARCA
10000986,MC,Material Consumible,1.0,2025,12,66813,Reparación / Servicio,MC,REPUESTO FALTANTE,SIN MARCA
10000925,SIN_CODIGO,Sensor De Nivel De Pastilla,1.0,2025,11,66657,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000925,01001-09003,"""plumilla 14"""" Estandar""",1.0,2025,11,66657,Reparación / Servicio,01001-09003,REPUESTO FALTANTE,SIN MARCA
10000970,01001-09004,"""plumilla 16"""" Estandar""",1.0,2025,12,93840,Reparación / Servicio,01001-09004,REPUESTO FALTANTE,SIN MARCA
10000830,01001-03132,Empaque De Carter De Caja Automatica,1.0,2025,9,98803,Reparación / Servicio,01001-03132,REPUESTO FALTANTE,SIN MARCA
10000830,MC,Material Consumible,1.0,2025,9,98803,Reparación / Servicio,MC,REPUESTO FALTANTE,SIN MARCA
10000830,01001-01502,Grasa De Palier,1.0,2025,9,98803,Reparación / Servicio,01001-01502,REPUESTO FALTANTE,SIN MARCA
10001002,MC,Material Consumible,1.0,2026,1,134931,Reparación / Servicio,MC,REPUESTO FALTANTE,SIN MARCA
10001002,SIN_CODIGO,Valvula Pcv,1.0,2026,1,134931,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000977,01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,1.0,2025,12,152522,Reparación / Servicio,01001-01004,REPUESTO FALTANTE,SIN MARCA
10001007,01001-02053,Foco 1 Cont. Base Metal. 12v,1.0,2026,1,169879,Reparación / Servicio,01001-02053,REPUESTO FALTANTE,SIN MARCA
10001028,01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,1.0,2026,1,14936,Reparación / Servicio,01001-01004,REPUESTO FALTANTE,SIN MARCA
10001035,01001-06113,Filtro De Aire,1.0,2026,1,72391,Reparación / Servicio,01001-06113,REPUESTO FALTANTE,SIN MARCA
10001243,01001-010078,Liquido De Freno Dot 4,2.0,2026,5,123250,Reparación / Servicio,01001-010078,REPUESTO FALTANTE,SIN MARCA
10001252,MC,Material Consumible,1.0,2026,5,77123,Reparación / Servicio,MC,REPUESTO FALTANTE,SIN MARCA
10000976,SIN_CODIGO,Empaque De Tapa De Balancines,2.0,2025,12,124905,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000987,SIN_CODIGO,Pastillas De Freno Delanteras,1.0,2025,12,81225,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10001190,01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,1.0,2026,4,134932,Reparación / Servicio,01001-01004,REPUESTO FALTANTE,SIN MARCA
10001193,SIN_CODIGO,Filtro De Aire,1.0,2026,4,89865,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10001193,SIN_CODIGO,Refrigerante,2.0,2026,4,89865,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10001265,01001-03007,Arandela De Tapon De Carter,1.0,2026,5,111228,Reparación / Servicio,01001-03007,REPUESTO FALTANTE,SIN MARCA
10001275,SIN_CODIGO,Cinta Airbag (compatible),1.0,2026,5,57038,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10001005,01001-03007,Arandela De Tapon De Carter,1.0,2026,1,94031,Reparación / Servicio,01001-03007,REPUESTO FALTANTE,SIN MARCA
10001013,01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,1.0,2026,1,191590,Reparación / Servicio,01001-01004,REPUESTO FALTANTE,SIN MARCA
10001069,01001-06003,Filtro De Cabina A/c,1.0,2026,2,65401,Reparación / Servicio,01001-06003,REPUESTO FALTANTE,SIN MARCA
10001069,SIN_CODIGO,Trapecios Delanteros,1.0,2026,2,65401,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000837,01001-03007,Arandela De Tapon De Carter,1.0,2025,9,114259,Reparación / Servicio,01001-03007,REPUESTO FALTANTE,SIN MARCA
10001214,SIN_CODIGO,Empaque De Culata Laminado,1.0,2026,4,164134,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000987,01001-03007,Arandela De Tapon De Carter,1.0,2025,12,81225,Reparación / Servicio,01001-03007,REPUESTO FALTANTE,SIN MARCA
10000987,SIN_CODIGO,Filtro De Cabina Int. Carbon Activado,1.0,2025,12,81225,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000843,01001-03007,Arandela De Tapon De Carter,1.0,2025,9,119238,Reparación / Servicio,01001-03007,REPUESTO FALTANTE,SIN MARCA
10000861,01001-01501,Kit De Limpieza Sistema Gasolina E Inyectores,1.0,2025,9,6986,Reparación / Servicio,01001-01501,REPUESTO FALTANTE,SIN MARCA
10000861,SIN_CODIGO,Sensor De Abs Rueda Delt. Ate-vag (compatible),1.0,2025,9,6986,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000878,01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,1.0,2025,10,59857,Reparación / Servicio,01001-01004,REPUESTO FALTANTE,SIN MARCA
10001087,01001-06027,Filtro De Aire,1.0,2026,2,57923,Reparación / Servicio,01001-06027,REPUESTO FALTANTE,SIN MARCA
10001000,MC,Material Consumible,1.0,2026,1,51569,Reparación / Servicio,MC,REPUESTO FALTANTE,SIN MARCA
10000908,01001-06028,Filtro De Cabina A/c,1.0,2025,10,52812,Reparación / Servicio,01001-06028,REPUESTO FALTANTE,SIN MARCA
10000921,MC,Material Consumible,1.0,2025,11,116359,Reparación / Servicio,MC,REPUESTO FALTANTE,SIN MARCA
10000929,SIN_CODIGO,Neumaticos 215/50 R17 Kumho,2.0,2025,11,60221,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000942,01001-06070,Filtro De Aire,1.0,2025,11,65430,Reparación / Servicio,01001-06070,REPUESTO FALTANTE,SIN MARCA
10001095,01001-03007,Arandela De Tapon De Carter,1.0,2026,2,53141,Reparación / Servicio,01001-03007,REPUESTO FALTANTE,SIN MARCA
10001095,SIN_CODIGO,Filtro De Cabina Carb�n Acttivado (02 Piezas),1.0,2026,2,53141,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10001104,MC,Material Consumible,1.0,2026,2,52938,Reparación / Servicio,MC,REPUESTO FALTANTE,SIN MARCA
10001108,01001-06178,Filtro De Aceite,1.0,2026,2,111290,Reparación / Servicio,01001-06178,REPUESTO FALTANTE,SIN MARCA
10001110,01001-06086,Filtro De Aceite,1.0,2026,2,78332,Reparación / Servicio,01001-06086,REPUESTO FALTANTE,SIN MARCA
10000935,SIN_CODIGO,"""plumilla 24"""" Hibrida""",1.0,2025,11,42412,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000950,01001-03007,Arandela De Tapon De Carter,1.0,2025,11,87408,Reparación / Servicio,01001-03007,REPUESTO FALTANTE,SIN MARCA
10000957,01001-03007,Arandela De Tapon De Carter,1.0,2025,12,72366,Reparación / Servicio,01001-03007,REPUESTO FALTANTE,SIN MARCA
10000975,01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,1.0,2025,12,50253,Reparación / Servicio,01001-01004,REPUESTO FALTANTE,SIN MARCA
10001120,01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,1.0,2026,3,23788,Reparación / Servicio,01001-01004,REPUESTO FALTANTE,SIN MARCA
10001116,01001-06086,Filtro De Aceite,1.0,2026,2,80898,Reparación / Servicio,01001-06086,REPUESTO FALTANTE,SIN MARCA
10000814,01001-06028,Filtro De Cabina A/c,1.0,2025,8,59848,Reparación / Servicio,01001-06028,REPUESTO FALTANTE,SIN MARCA
10000814,MC,Material Consumible,1.0,2025,8,59848,Reparación / Servicio,MC,REPUESTO FALTANTE,SIN MARCA
10000859,01001-06086,Filtro De Aceite,1.0,2025,9,98008,Reparación / Servicio,01001-06086,REPUESTO FALTANTE,SIN MARCA
10000928,SIN_CODIGO,Reten De Ciguenal Posterior,1.0,2025,11,253127,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10001153,SIN_CODIGO,Soporte Post. 4x2,1.0,2026,3,139283,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10001176,01001-06027,Filtro De Aire,1.0,2026,4,80189,Reparación / Servicio,01001-06027,REPUESTO FALTANTE,SIN MARCA
10000838,SIN_CODIGO,Brida De Agua,1.0,2025,9,70145,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10001050,SIN_CODIGO,Pastillas De Freno Delanteras,1.0,2026,1,75806,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10001096,SIN_CODIGO,Juego Cables De Bujias,1.0,2026,2,85706,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000941,01001-06086,Filtro De Aceite,1.0,2025,11,75541,Reparación / Servicio,01001-06086,REPUESTO FALTANTE,SIN MARCA
10000946,SIN_CODIGO,Filtro De Cabina Carbon Activado (interior),1.0,2025,11,31760,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10001074,SIN_CODIGO,Bobinas De Encendido,6.0,2026,2,205771,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10001068,01001-06086,Filtro De Aceite,1.0,2026,2,149654,Reparación / Servicio,01001-06086,REPUESTO FALTANTE,SIN MARCA
10001074,SIN_CODIGO,Materiales,1.0,2026,2,205771,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10001133,01001-02007,Foco Lagrima Med. W16w 12v. 16w.,1.0,2026,3,46464,Reparación / Servicio,01001-02007,REPUESTO FALTANTE,SIN MARCA
10000858,SIN_CODIGO,Trapecios Inferiores Delanteros,2.0,2025,9,113420,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000873,SIN_CODIGO,Filtro De Aceite De Motor,1.0,2025,10,128384,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000873,01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,1.0,2025,10,128384,Reparación / Servicio,01001-01004,REPUESTO FALTANTE,SIN MARCA
10000902,SIN_CODIGO,Pastillas De Freno Posteriores,1.0,2025,10,57888,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10001111,MC,Material Consumible,1.0,2026,2,63170,Reparación / Servicio,MC,REPUESTO FALTANTE,SIN MARCA
10001178,01001-06027,Filtro De Aire,1.0,2026,4,80558,Reparación / Servicio,01001-06027,REPUESTO FALTANTE,SIN MARCA
10000858,01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,1.0,2025,9,113420,Reparación / Servicio,01001-01004,REPUESTO FALTANTE,SIN MARCA
10001118,01001-01016,Aceite De Motor  5w40,5.0,2026,2,143155,Reparación / Servicio,01001-01016,REPUESTO FALTANTE,SIN MARCA
10001176,SIN_CODIGO,Bujias,4.0,2026,4,80189,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000880,SIN_CODIGO,Empaque De Tapa De Balancines,1.0,2025,10,124900,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000863,SIN_CODIGO,Insumos,1.0,2025,9,89036,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000893,01001-03007,Arandela De Tapon De Carter,1.0,2025,10,103057,Reparación / Servicio,01001-03007,REPUESTO FALTANTE,SIN MARCA
10001069,SIN_CODIGO,Reten Delanteroi De Ciguenal,1.0,2026,2,65401,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10001091,01001-06101,Filtro De Petroleo Secundario,1.0,2026,2,91582,Reparación / Servicio,01001-06101,REPUESTO FALTANTE,SIN MARCA
10000877,01001-06028,Filtro De Cabina A/c,1.0,2025,10,100011,Reparación / Servicio,01001-06028,REPUESTO FALTANTE,SIN MARCA
10000886,01001-03007,Arandela De Tapon De Carter,1.0,2025,10,142243,Reparación / Servicio,01001-03007,REPUESTO FALTANTE,SIN MARCA
10001058,01001-03007,Arandela De Tapon De Carter,1.0,2026,2,108786,Reparación / Servicio,01001-03007,REPUESTO FALTANTE,SIN MARCA
10001062,MC,Material Consumible,1.0,2026,2,96645,Reparación / Servicio,MC,REPUESTO FALTANTE,SIN MARCA
10000930,SIN_CODIGO,Bateria Bosch 75b-24ls,1.0,2025,11,131261,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10001167,MC,Material Consumible,1.0,2026,3,68241,Reparación / Servicio,MC,REPUESTO FALTANTE,SIN MARCA
10001248,01001-03007,Arandela De Tapon De Carter,1.0,2026,5,179335,Reparación / Servicio,01001-03007,REPUESTO FALTANTE,SIN MARCA
10000886,01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,1.0,2025,10,142243,Reparación / Servicio,01001-01004,REPUESTO FALTANTE,SIN MARCA
10000990,01001-06003,Filtro De Cabina A/c,1.0,2025,12,27085,Reparación / Servicio,01001-06003,REPUESTO FALTANTE,SIN MARCA
10000990,01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,1.0,2025,12,27085,Reparación / Servicio,01001-01004,REPUESTO FALTANTE,SIN MARCA
10001088,SIN_CODIGO,Reten Delantero De Ciguenal,1.0,2026,2,65636,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10001179,01001-01501,Kit De Limpieza Sistema Gasolina E Inyectores,1.0,2026,4,77817,Reparación / Servicio,01001-01501,REPUESTO FALTANTE,SIN MARCA
10001181,SIN_CODIGO,Bateria Bosch  Agm Ln5,1.0,2026,4,38784,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10001046,SIN_CODIGO,Bieletas Delanteras,2.0,2026,1,50153,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000929,SIN_CODIGO,Pastillas De Freno Posteriores (samko),1.0,2025,11,60221,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000826,SIN_CODIGO,Filtro De Cabina,1.0,2025,9,179314,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000974,01001-03007,Arandela De Tapon De Carter,1.0,2025,12,110881,Reparación / Servicio,01001-03007,REPUESTO FALTANTE,SIN MARCA
10000003,FILTRO03,Filtro De Aire Acondicionado,1.0,2019,11,44296,Reparación / Servicio,FILTRO03,REPUESTO FALTANTE,SIN MARCA
10000007,RFG00001,Tubo Flexible Audi A4,1.0,2023,1,45020,Reparación / Servicio,RFG00001,REPUESTO FALTANTE,SIN MARCA
10000009,SIN_CODIGO,Luneta Espejo Delt. Lh,1.0,2023,2,77019,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000011,ACEITEWOLF01,Aceite De Motor Wolf 5w30,5.0,2023,2,55368,Reparación / Servicio,ACEITEWOLF01,REPUESTO FALTANTE,SIN MARCA
10000019,MC,Material Consumible,1.0,2023,2,132990,Reparación / Servicio,MC,REPUESTO FALTANTE,SIN MARCA
10000022,BPA000000100008,Arandela,1.0,2023,3,100936,Reparación / Servicio,BPA000000100008,ARANDELA,SIN MARCA
10000023,SIN_CODIGO,Filtro De Cabina,1.0,2023,3,100449,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000028,SIN_CODIGO,Bujias,4.0,2023,3,127069,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000006,FILTRO01,Filtro De Aceite,1.0,2023,1,26610,Reparación / Servicio,FILTRO01,REPUESTO FALTANTE,SIN MARCA
10000010,BPA000000040002,Aceite Para Motor 5w30  Sp/rc G6  (d1) (asia Y Americano),5.0,2023,2,55170,Reparación / Servicio,BPA000000040002,ACEITE PARA MOTOR 5W30  SP/RC G6  (D1) (ASIA Y AMERICANO),SIN MARCA
10000013,MC,Material Consumible,1.0,2023,2,49654,Reparación / Servicio,MC,REPUESTO FALTANTE,SIN MARCA
10000040,SIN_CODIGO,Arandela,1.0,2023,6,66105,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000069,01001-02007,Foco W16w 12v. 16w. Tipo Lagrima Med.,1.0,2024,2,66656,Reparación / Servicio,01001-02007,REPUESTO FALTANTE,SIN MARCA
10000251,SIN_CODIGO,Pastillas De Freno Post.samko Italiana Ceramica,1.0,2024,7,36553,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000054,SIN_CODIGO,Grasa De Palier,1.0,2023,9,132082,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000062,SIN_CODIGO,Empaque De Tapa Vtc,1.0,2024,1,224825,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000066,SIN_CODIGO,L�quido De Freno,1.0,2024,2,98910,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000057,SIN_CODIGO,Arandela,1.0,2023,10,16647,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000072,01001-21005,Sellador Automotriz Negro Sikaflex,1.0,2024,2,1,Reparación / Servicio,01001-21005,REPUESTO FALTANTE,SIN MARCA
10000088,01001-06010,Filtro De Cabina A/c (v40),1.0,2024,3,51515,Reparación / Servicio,01001-06010,REPUESTO FALTANTE,SIN MARCA
10000091,01001-06016,Filtro De Aceite (land Rover),1.0,2024,3,64988,Reparación / Servicio,01001-06016,REPUESTO FALTANTE,SIN MARCA
10000064,SIN_CODIGO,Filtro De Cabina O Aire Acondicionado,1.0,2024,2,23106,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000096,01001-03023,Anillo De Tapon De Drenaje Radiador,1.0,2024,3,10724,Reparación / Servicio,01001-03023,REPUESTO FALTANTE,SIN MARCA
10000051,SIN_CODIGO,Pintura Color Negro,1.0,2023,9,65626,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000051,SIN_CODIGO,Antocorrosivo,1.0,2023,9,65626,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000038,SIN_CODIGO,Repuestos Reparacion De Motor Audi A4,1.0,2023,4,81684,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000055,SIN_CODIGO,Luna Parabrisas Delant.,1.0,2023,9,21488,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000072,01001-21001,Alcohol Isopropilico De Litro,1.0,2024,2,1,Reparación / Servicio,01001-21001,REPUESTO FALTANTE,SIN MARCA
10000100,01001-03007,Arandela De Tapon De Carter,1.0,2024,3,78032,Reparación / Servicio,01001-03007,REPUESTO FALTANTE,SIN MARCA
10000119,01001-03007,Arandela De Tapon De Carter,1.0,2024,3,128382,Reparación / Servicio,01001-03007,REPUESTO FALTANTE,SIN MARCA
10000120,01001-03013,Bujias Largas,4.0,2024,3,152232,Reparación / Servicio,01001-03013,REPUESTO FALTANTE,SIN MARCA
10000133,01001-06001,Filtro De Aire,1.0,2024,4,63197,Reparación / Servicio,01001-06001,REPUESTO FALTANTE,SIN MARCA
10000128,01001-05016,Pastillas De Freno Post. (cr-v),1.0,2024,4,156615,Reparación / Servicio,01001-05016,REPUESTO FALTANTE,SIN MARCA
10000072,01001-21016,"""portaplacas Plasticas """"bpa"""" (par)""",100.0,2024,2,1,Reparación / Servicio,01001-21016,REPUESTO FALTANTE,SIN MARCA
10000139,01001-01001,Aceite De Motor  5w30 Sash,5.0,2024,4,78000,Reparación / Servicio,01001-01001,REPUESTO FALTANTE,SIN MARCA
10000140,01001-06044,Filtro De Aceite (baic),1.0,2024,4,63196,Reparación / Servicio,01001-06044,REPUESTO FALTANTE,SIN MARCA
10000140,01001-06045,Filtro De Gasolina (baic),1.0,2024,4,63196,Reparación / Servicio,01001-06045,REPUESTO FALTANTE,SIN MARCA
10000113,01001-06031,Filtro De Aceite (audi),1.0,2024,3,51846,Reparación / Servicio,01001-06031,REPUESTO FALTANTE,SIN MARCA
10000140,01001-01002,Aceite De Motor 10w30 Sash,4.0,2024,4,63196,Reparación / Servicio,01001-01002,REPUESTO FALTANTE,SIN MARCA
10000123,MC,Material Consumible,1.0,2024,4,252845,Reparación / Servicio,MC,REPUESTO FALTANTE,SIN MARCA
10000118,01001-01017,Refrigerante Wurth (rosado),1.0,2024,3,51936,Reparación / Servicio,01001-01017,REPUESTO FALTANTE,SIN MARCA
10000128,01001-01002,Aceite De Motor 10w30 Sash,5.0,2024,4,156615,Reparación / Servicio,01001-01002,REPUESTO FALTANTE,SIN MARCA
10000142,01001-05022,Articulacion Delt. Izq. (sorento),1.0,2024,4,141896,Reparación / Servicio,01001-05022,REPUESTO FALTANTE,SIN MARCA
