n_ot,producto_id,descripcion,cantidad,anio,mes,km,tipo_ot_desc,c_repuesto,descripcion_repuesto,marca_repuesto
10000633,SIN_CODIGO,Jgo. De Bujias,1.0,2025,4,144740,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000633,01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,1.0,2025,4,144740,Reparación / Servicio,01001-01004,REPUESTO FALTANTE,SIN MARCA
10000630,MC,Material Consumible,1.0,2025,4,82148,Reparación / Servicio,MC,REPUESTO FALTANTE,SIN MARCA
10000629,MC,Material Consumible,1.0,2025,4,64565,Reparación / Servicio,MC,REPUESTO FALTANTE,SIN MARCA
10000545,01001-03091,Empaque De Base De Filtro De Aceite,1.0,2025,2,105124,Reparación / Servicio,01001-03091,REPUESTO FALTANTE,SIN MARCA
10000632,SIN_CODIGO,Neumatico 185/60 R14 H/t Roadwing Tl,1.0,2025,4,100428,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000612,01001-06028,Filtro De Cabina A/c,1.0,2025,4,23186,Reparación / Servicio,01001-06028,REPUESTO FALTANTE,SIN MARCA
10000605,01001-01001,Aceite De Motor 5w30,5.0,2025,4,55083,Reparación / Servicio,01001-01001,REPUESTO FALTANTE,SIN MARCA
10000620,SIN_CODIGO,Amortiguadores Posteriores Kyb,2.0,2025,4,172273,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000629,SIN_CODIGO,Pastillas De Freno Posteriores,1.0,2025,4,64565,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000637,SIN_CODIGO,Soporte De Motor Lado Derecho,1.0,2025,4,215680,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000637,01001-03114,Faja De Distribucion,1.0,2025,4,215680,Reparación / Servicio,01001-03114,REPUESTO FALTANTE,SIN MARCA
10000668,SIN_CODIGO,Foco Hal�geno H16,1.0,2025,5,51806,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000670,SIN_CODIGO,Filtro Aceite,1.0,2025,5,139547,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000675,01001-06086,Filtro De Aceite,1.0,2025,5,140434,Reparación / Servicio,01001-06086,REPUESTO FALTANTE,SIN MARCA
10000682,01001-06028,Filtro De Cabina A/c,1.0,2025,5,59453,Reparación / Servicio,01001-06028,REPUESTO FALTANTE,SIN MARCA
10000681,01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,1.0,2025,5,78835,Reparación / Servicio,01001-01004,REPUESTO FALTANTE,SIN MARCA
10000643,01001-03007,Arandela De Tapon De Carter,1.0,2025,4,86929,Reparación / Servicio,01001-03007,REPUESTO FALTANTE,SIN MARCA
10000643,MC,Material Consumible,1.0,2025,4,86929,Reparación / Servicio,MC,REPUESTO FALTANTE,SIN MARCA
10000657,01001-03007,Arandela De Tapon De Carter,1.0,2025,5,87928,Reparación / Servicio,01001-03007,REPUESTO FALTANTE,SIN MARCA
10000659,01001-01032,Aceite De Motor Sae 5w-30,5.0,2025,5,21233,Reparación / Servicio,01001-01032,REPUESTO FALTANTE,SIN MARCA
10000684,01001-03007,Arandela De Tapon De Carter,1.0,2025,5,143357,Reparación / Servicio,01001-03007,REPUESTO FALTANTE,SIN MARCA
10000664,01001-06025,Filtro De Aire,1.0,2025,5,40670,Reparación / Servicio,01001-06025,REPUESTO FALTANTE,SIN MARCA
10000674,MC,Material Consumible,1.0,2025,5,64640,Reparación / Servicio,MC,REPUESTO FALTANTE,SIN MARCA
10000655,01001-04008,Abrazadera Grande Poncho De Palier 45-120 Mm,2.0,2025,5,121212,Reparación / Servicio,01001-04008,REPUESTO FALTANTE,SIN MARCA
10000672,SIN_CODIGO,Filtro Aire,1.0,2025,5,145837,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000673,01001-01032,Aceite De Motor Sae 5w-30,6.0,2025,5,77846,Reparación / Servicio,01001-01032,REPUESTO FALTANTE,SIN MARCA
10000651,SIN_CODIGO,Trapecios Delanteros Oem,2.0,2025,5,82024,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000684,01001-02059,Foco Iodo H-4 12v 60/55w,1.0,2025,5,143357,Reparación / Servicio,01001-02059,REPUESTO FALTANTE,SIN MARCA
10000690,01001-010078,Liquido De Freno Dot 4,2.0,2025,5,179000,Reparación / Servicio,01001-010078,REPUESTO FALTANTE,SIN MARCA
10000733,MC,Material Consumible,1.0,2025,6,141639,Reparación / Servicio,MC,REPUESTO FALTANTE,SIN MARCA
10000865,MC,Material Consumible,1.0,2025,9,100898,Reparación / Servicio,MC,REPUESTO FALTANTE,SIN MARCA
10000741,SIN_CODIGO,Manguera De A/c De Alta Presion,1.0,2025,7,76431,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000740,01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,1.0,2025,7,67906,Reparación / Servicio,01001-01004,REPUESTO FALTANTE,SIN MARCA
10000701,SIN_CODIGO,Radiador,1.0,2025,6,294233,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000713,SIN_CODIGO,Pastillas De Freno Posteriores,1.0,2025,6,30119,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000692,01001-03007,Arandela De Tapon De Carter,1.0,2025,5,99423,Reparación / Servicio,01001-03007,REPUESTO FALTANTE,SIN MARCA
10000694,01001-06064,Filtro De Cabina A/c,1.0,2025,6,126825,Reparación / Servicio,01001-06064,REPUESTO FALTANTE,SIN MARCA
10000694,MC,Material Consumible,1.0,2025,6,126825,Reparación / Servicio,MC,REPUESTO FALTANTE,SIN MARCA
10000728,SIN_CODIGO,Consola Luz De Salon,1.0,2025,6,55669,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000736,SIN_CODIGO,Filtro De Polen,1.0,2025,6,110889,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000699,01001-06057,Filtro De Aceite,1.0,2025,6,113861,Reparación / Servicio,01001-06057,REPUESTO FALTANTE,SIN MARCA
10000702,01001-03007,Arandela De Tapon De Carter,1.0,2025,6,90355,Reparación / Servicio,01001-03007,REPUESTO FALTANTE,SIN MARCA
10000702,01001-06027,Filtro De Aire,1.0,2025,6,90355,Reparación / Servicio,01001-06027,REPUESTO FALTANTE,SIN MARCA
10000720,SIN_CODIGO,Bocinas De Trapecios,4.0,2025,6,59842,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000734,01001-01012,Aceite Atf Dw1,4.0,2025,6,42250,Reparación / Servicio,01001-01012,REPUESTO FALTANTE,SIN MARCA
10000733,SIN_CODIGO,Empaque Tapa Balancines,1.0,2025,6,141639,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000759,SIN_CODIGO,Faja De Accesorios,1.0,2025,7,139273,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000759,SIN_CODIGO,Templador De Faja De Accesorios,1.0,2025,7,139273,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000759,MC,Material Consumible,1.0,2025,7,139273,Reparación / Servicio,MC,REPUESTO FALTANTE,SIN MARCA
10000773,01001-01032,Aceite De Motor Sae 5w-30,5.0,2025,7,26914,Reparación / Servicio,01001-01032,REPUESTO FALTANTE,SIN MARCA
10000803,MC,Material Consumible,1.0,2025,8,36446,Reparación / Servicio,MC,REPUESTO FALTANTE,SIN MARCA
10000811,01001-03007,Arandela De Tapon De Carter,1.0,2025,8,19670,Reparación / Servicio,01001-03007,REPUESTO FALTANTE,SIN MARCA
10000807,01001-06086,Filtro De Aceite,1.0,2025,8,82324,Reparación / Servicio,01001-06086,REPUESTO FALTANTE,SIN MARCA
10000765,01001-06028,Filtro De Cabina A/c,1.0,2025,7,60074,Reparación / Servicio,01001-06028,REPUESTO FALTANTE,SIN MARCA
10000771,SIN_CODIGO,Faja Acc ( Poly V ) Original,1.0,2025,7,99857,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000771,SIN_CODIGO,Amortiguadores Posteriores (stp),1.0,2025,7,99857,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000777,01001-06086,Filtro De Aceite,1.0,2025,7,89454,Reparación / Servicio,01001-06086,REPUESTO FALTANTE,SIN MARCA
10000761,01001-01005,Aceite De D/h,2.0,2025,7,48145,Reparación / Servicio,01001-01005,REPUESTO FALTANTE,SIN MARCA
10000749,SIN_CODIGO,Palier Completo  ( Original),2.0,2025,7,53647,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000764,SIN_CODIGO,Bateria Bosch,1.0,2025,7,74118,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000760,SIN_CODIGO,Punta De Palier Lh,1.0,2025,7,251370,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000760,SIN_CODIGO,Punta De Palier Rh,1.0,2025,7,251370,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000761,SIN_CODIGO,Aceite Diferencial Posterior  75w85 Gl5,4.0,2025,7,48145,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000790,MC,Material Consumible,1.0,2025,8,80032,Reparación / Servicio,MC,REPUESTO FALTANTE,SIN MARCA
10000761,SIN_CODIGO,Torretas Delanteras,2.0,2025,7,48145,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000761,SIN_CODIGO,Brazo Curvo ( Lleva 4 Bocinas),2.0,2025,7,48145,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000761,SIN_CODIGO,Bocina De Corbata,2.0,2025,7,48145,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000794,SIN_CODIGO,Pastillas De Freno Delt. Absolute Ceramica,1.0,2025,8,22138,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000746,SIN_CODIGO,Sensor De Rueda Original,1.0,2025,7,98684,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000767,01001-06086,Filtro De Aceite,1.0,2025,7,127196,Reparación / Servicio,01001-06086,REPUESTO FALTANTE,SIN MARCA
10000767,01001-06027,Filtro De Aire,1.0,2025,7,127196,Reparación / Servicio,01001-06027,REPUESTO FALTANTE,SIN MARCA
10000767,01001-01002,Aceite De Motor 10w30,5.0,2025,7,127196,Reparación / Servicio,01001-01002,REPUESTO FALTANTE,SIN MARCA
10000771,01001-02008,Foco Lagrima Chico W5w 12v 5w,1.0,2025,7,99857,Reparación / Servicio,01001-02008,REPUESTO FALTANTE,SIN MARCA
10000761,SIN_CODIGO,Bocinas De Trapecio Grande,2.0,2025,7,48145,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000777,01001-01032,Aceite De Motor Sae 5w-30,5.0,2025,7,89454,Reparación / Servicio,01001-01032,REPUESTO FALTANTE,SIN MARCA
10000904,01001-01016,Aceite De Motor  5w40,1.0,2025,10,66408,Reparación / Servicio,01001-01016,REPUESTO FALTANTE,SIN MARCA
10001114,MC,Material Consumible,1.0,2026,2,64177,Reparación / Servicio,MC,REPUESTO FALTANTE,SIN MARCA
10000980,SIN_CODIGO,Insumos,1.0,2025,12,179730,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10001002,SIN_CODIGO,Rodaje De Bocamasa Posterior,2.0,2026,1,134931,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10001031,BPA000000000017,Silicona Neutra Negra  - Alta Temperatura 85 Gr,1.0,2026,1,74182,Reparación / Servicio,BPA000000000017,SILICONA NEUTRA NEGRA  - ALTA TEMPERATURA 85 GR,SIN MARCA
10001149,SIN_CODIGO,Aceite Wolver Ultratec Fe Sae 0w20,6.0,2026,3,108785,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10001142,SIN_CODIGO,Separadores,1.0,2026,3,74155,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10001165,01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,1.0,2026,3,106742,Reparación / Servicio,01001-01004,REPUESTO FALTANTE,SIN MARCA
10001179,SIN_CODIGO,Bateria Bosch Agm L5,1.0,2026,4,77817,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10001069,01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,1.0,2026,2,65401,Reparación / Servicio,01001-01004,REPUESTO FALTANTE,SIN MARCA
10001079,01001-06027,Filtro De Aire,1.0,2026,2,35894,Reparación / Servicio,01001-06027,REPUESTO FALTANTE,SIN MARCA
10001079,01001-06028,Filtro De Cabina A/c,1.0,2026,2,35894,Reparación / Servicio,01001-06028,REPUESTO FALTANTE,SIN MARCA
10001089,MC,Material Consumible,1.0,2026,2,95246,Reparación / Servicio,MC,REPUESTO FALTANTE,SIN MARCA
10001121,01001-02020,Pila De Llavero 3v.(cr2016),2.0,2026,3,61881,Reparación / Servicio,01001-02020,REPUESTO FALTANTE,SIN MARCA
10001134,SIN_CODIGO,Sellador Para Radiador,1.0,2026,3,135321,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10001142,MC,Material Consumible,1.0,2026,3,74155,Reparación / Servicio,MC,REPUESTO FALTANTE,SIN MARCA
10001163,01001-03007,Arandela De Tapon De Carter,1.0,2026,3,41904,Reparación / Servicio,01001-03007,REPUESTO FALTANTE,SIN MARCA
10001214,SIN_CODIGO,Empaque De Tapa De Balancines,1.0,2026,4,164134,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10001258,01001-04007,Abrazadera Chica Poncho De Palier 25-40 Mm,2.0,2026,5,39189,Reparación / Servicio,01001-04007,REPUESTO FALTANTE,SIN MARCA
10001243,MC,Material Consumible,1.0,2026,5,123250,Reparación / Servicio,MC,REPUESTO FALTANTE,SIN MARCA
10001235,SIN_CODIGO,Bomba Lavaparabrisas,1.0,2026,4,89113,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10001257,01001-01502,Grasa De Palier,1.0,2026,5,126994,Reparación / Servicio,01001-01502,REPUESTO FALTANTE,SIN MARCA
10001259,SIN_CODIGO,Reten Delantero,1.0,2026,5,320076,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10001259,01001-010078,Liquido De Freno Dot 4,2.0,2026,5,320076,Reparación / Servicio,01001-010078,REPUESTO FALTANTE,SIN MARCA
10000939,01001-01016,Aceite De Motor  5w40,5.0,2025,11,91162,Reparación / Servicio,01001-01016,REPUESTO FALTANTE,SIN MARCA
10000943,01001-06086,Filtro De Aceite,1.0,2025,11,61372,Reparación / Servicio,01001-06086,REPUESTO FALTANTE,SIN MARCA
10000945,01001-03007,Arandela De Tapon De Carter,1.0,2025,11,81167,Reparación / Servicio,01001-03007,REPUESTO FALTANTE,SIN MARCA
10000945,01001-06070,Filtro De Aire,1.0,2025,11,81167,Reparación / Servicio,01001-06070,REPUESTO FALTANTE,SIN MARCA
10000945,MC,Material Consumible,1.0,2025,11,81167,Reparación / Servicio,MC,REPUESTO FALTANTE,SIN MARCA
10001264,01001-01001,Aceite De Motor 5w30,1.0,2026,5,71534,Reparación / Servicio,01001-01001,REPUESTO FALTANTE,SIN MARCA
10001003,01001-01022,Aceite De Motor Diesel 15w40,7.0,2026,1,105740,Reparación / Servicio,01001-01022,REPUESTO FALTANTE,SIN MARCA
10000980,SIN_CODIGO,Radiador,1.0,2025,12,179730,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10001270,SIN_CODIGO,Templador De Faja ( Original ),1.0,2026,5,71039,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000839,SIN_CODIGO,Reten Posterior De Ciguenal,1.0,2025,9,134340,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000978,01001-02012,Foco Tipo Fusi. C5w 12v. 5w Y 10w,1.0,2025,12,95649,Reparación / Servicio,01001-02012,REPUESTO FALTANTE,SIN MARCA
10001114,01001-06028,Filtro De Cabina A/c,1.0,2026,2,64177,Reparación / Servicio,01001-06028,REPUESTO FALTANTE,SIN MARCA
10001114,SIN_CODIGO,Trapecios Delanteros,2.0,2026,2,64177,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000804,01001-03014,Empaque De Valvula Vtec,1.0,2025,8,175990,Reparación / Servicio,01001-03014,REPUESTO FALTANTE,SIN MARCA
10000804,SIN_CODIGO,Templador Principal De Faja,1.0,2025,8,175990,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000812,MC,Material Consumible,1.0,2025,8,100215,Reparación / Servicio,MC,REPUESTO FALTANTE,SIN MARCA
10000817,01001-03007,Arandela De Tapon De Carter,1.0,2025,8,9110,Reparación / Servicio,01001-03007,REPUESTO FALTANTE,SIN MARCA
10000888,01001-06061,Filtro De Petroleo (frontier),1.0,2025,10,80218,Reparación / Servicio,01001-06061,REPUESTO FALTANTE,SIN MARCA
10000928,SIN_CODIGO,Bocina Grande De Trapecio,2.0,2025,11,253127,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000936,SIN_CODIGO,Plomos,16.0,2025,11,137165,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000969,SIN_CODIGO,Soporte De Caja,1.0,2025,12,63593,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000789,SIN_CODIGO,Tapa De Parrilla De Techo Lado Delantero Derecho,1.0,2025,8,159916,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000830,01001-01016,Aceite De Motor  5w40,6.0,2025,9,98803,Reparación / Servicio,01001-01016,REPUESTO FALTANTE,SIN MARCA
10000830,01001-21039,Aditivo Sellador Para Radiador,1.0,2025,9,98803,Reparación / Servicio,01001-21039,REPUESTO FALTANTE,SIN MARCA
10000852,01001-06027,Filtro De Aire,1.0,2025,9,125661,Reparación / Servicio,01001-06027,REPUESTO FALTANTE,SIN MARCA
10000895,MC,Material Consumible,1.0,2025,10,71424,Reparación / Servicio,MC,REPUESTO FALTANTE,SIN MARCA
10000918,01001-06028,Filtro De Cabina A/c,1.0,2025,11,50426,Reparación / Servicio,01001-06028,REPUESTO FALTANTE,SIN MARCA
10000956,SIN_CODIGO,Guia Soporte De Faro Delantero Izquierdo,1.0,2025,11,34901,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000925,01001-03007,Arandela De Tapon De Carter,1.0,2025,11,66657,Reparación / Servicio,01001-03007,REPUESTO FALTANTE,SIN MARCA
10000925,01001-06078,Filtro De Cabina A/c,1.0,2025,11,66657,Reparación / Servicio,01001-06078,REPUESTO FALTANTE,SIN MARCA
10000925,01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,1.0,2025,11,66657,Reparación / Servicio,01001-01004,REPUESTO FALTANTE,SIN MARCA
10000980,01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,1.0,2025,12,179730,Reparación / Servicio,01001-01004,REPUESTO FALTANTE,SIN MARCA
10000830,01001-04002,Poncho De Palier Ext.,2.0,2025,9,98803,Reparación / Servicio,01001-04002,REPUESTO FALTANTE,SIN MARCA
10000830,SIN_CODIGO,Rotulas Delanteras,2.0,2025,9,98803,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000980,SIN_CODIGO,"Kit De Distribucion (faja, Polea, Templador, Temp. Hidraulico)",1.0,2025,12,179730,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10001002,01001-06086,Filtro De Aceite,1.0,2026,1,134931,Reparación / Servicio,01001-06086,REPUESTO FALTANTE,SIN MARCA
10000978,01001-02010,Foco Lagrimon 02 Cont.,1.0,2025,12,95649,Reparación / Servicio,01001-02010,REPUESTO FALTANTE,SIN MARCA
10001007,01001-01037,Aceite De Motor 5w30 C2/c3,4.0,2026,1,169879,Reparación / Servicio,01001-01037,REPUESTO FALTANTE,SIN MARCA
10001019,SIN_CODIGO,Compresor,1.0,2026,1,61216,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10001028,SIN_CODIGO,Filtro De Aceite,1.0,2026,1,14936,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10001035,01001-01037,Aceite De Motor 5w30 C2/c3,5.0,2026,1,72391,Reparación / Servicio,01001-01037,REPUESTO FALTANTE,SIN MARCA
10001243,SIN_CODIGO,Pastillas Delanteras De Freno,1.0,2026,5,123250,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10001252,SIN_CODIGO,Neum�tico Hankook,2.0,2026,5,77123,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10001263,01001-01037,Aceite De Motor 5w30 C2/c3,5.0,2026,5,51089,Reparación / Servicio,01001-01037,REPUESTO FALTANTE,SIN MARCA
10000974,01001-04008,Abrazadera Grande Poncho De Palier 45-120 Mm,1.0,2025,12,110881,Reparación / Servicio,01001-04008,REPUESTO FALTANTE,SIN MARCA
10000984,SIN_CODIGO,Soporte Posterior,1.0,2025,12,151723,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10001193,SIN_CODIGO,Tapon De Carter,1.0,2026,4,89865,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10001230,01001-02051,Foco 2 Cont. Base Metal P21/5w 12v,1.0,2026,4,171324,Reparación / Servicio,01001-02051,REPUESTO FALTANTE,SIN MARCA
10001224,SIN_CODIGO,Aceite De Corona,3.0,2026,4,80862,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10001238,01001-06086,Filtro De Aceite,1.0,2026,4,92283,Reparación / Servicio,01001-06086,REPUESTO FALTANTE,SIN MARCA
10001238,SIN_CODIGO,Faja De Accesorios,1.0,2026,4,92283,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10001026,MC,Material Consumible,1.0,2026,1,96657,Reparación / Servicio,MC,REPUESTO FALTANTE,SIN MARCA
10001270,SIN_CODIGO,Reten Posterior De Ciguenal (compatible),1.0,2026,5,71039,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10001027,01001-03007,Arandela De Tapon De Carter,1.0,2026,1,82839,Reparación / Servicio,01001-03007,REPUESTO FALTANTE,SIN MARCA
10001069,01001-01001,Aceite De Motor 5w30,6.0,2026,2,65401,Reparación / Servicio,01001-01001,REPUESTO FALTANTE,SIN MARCA
10001069,MC,Material Consumible,1.0,2026,2,65401,Reparación / Servicio,MC,REPUESTO FALTANTE,SIN MARCA
10000834,SIN_CODIGO,Palieres Interiores (copas),2.0,2025,9,219958,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000834,01001-04008,Abrazadera Grande Poncho De Palier 45-120 Mm,2.0,2025,9,219958,Reparación / Servicio,01001-04008,REPUESTO FALTANTE,SIN MARCA
10000834,01001-04007,Abrazadera Chica Poncho De Palier 25-40 Mm,2.0,2025,9,219958,Reparación / Servicio,01001-04007,REPUESTO FALTANTE,SIN MARCA
10000834,MC,Material Consumible,1.0,2025,9,219958,Reparación / Servicio,MC,REPUESTO FALTANTE,SIN MARCA
10001258,01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,1.0,2026,5,39189,Reparación / Servicio,01001-01004,REPUESTO FALTANTE,SIN MARCA
10000978,01001-06028,Filtro De Cabina A/c,1.0,2025,12,95649,Reparación / Servicio,01001-06028,REPUESTO FALTANTE,SIN MARCA
10000816,01001-03010,Abrazadera Multiuso De Manguera,2.0,2025,8,85768,Reparación / Servicio,01001-03010,REPUESTO FALTANTE,SIN MARCA
10000820,SIN_CODIGO,Sensor De Abs Rueda Posterior Izquierda (ate),1.0,2025,8,87489,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000831,01001-03106,Oring Valvula Vtc 13x1.5,1.0,2025,9,91601,Reparación / Servicio,01001-03106,REPUESTO FALTANTE,SIN MARCA
10000831,MC,Material Consumible,1.0,2025,9,91601,Reparación / Servicio,MC,REPUESTO FALTANTE,SIN MARCA
10001052,01001-06086,Filtro De Aceite,1.0,2026,1,64815,Reparación / Servicio,01001-06086,REPUESTO FALTANTE,SIN MARCA
10001059,01001-01032,Aceite De Motor Sae 5w-30,5.0,2026,2,17361,Reparación / Servicio,01001-01032,REPUESTO FALTANTE,SIN MARCA
10001079,01001-01037,Aceite De Motor 5w30 C2/c3,4.0,2026,2,35894,Reparación / Servicio,01001-01037,REPUESTO FALTANTE,SIN MARCA
10000908,01001-06086,Filtro De Aceite,1.0,2025,10,52812,Reparación / Servicio,01001-06086,REPUESTO FALTANTE,SIN MARCA
10000921,SIN_CODIGO,Deposito De Agua Limpiaparabrisas,1.0,2025,11,116359,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000942,01001-01001,Aceite De Motor 5w30,8.0,2025,11,65430,Reparación / Servicio,01001-01001,REPUESTO FALTANTE,SIN MARCA
10001168,01001-06027,Filtro De Aire,1.0,2026,4,68132,Reparación / Servicio,01001-06027,REPUESTO FALTANTE,SIN MARCA
10000947,MC,Material Consumible,1.0,2025,11,22512,Reparación / Servicio,MC,REPUESTO FALTANTE,SIN MARCA
10001086,01001-06028,Filtro De Cabina A/c,1.0,2026,2,54832,Reparación / Servicio,01001-06028,REPUESTO FALTANTE,SIN MARCA
10001127,MC,Material Consumible,1.0,2026,3,62788,Reparación / Servicio,MC,REPUESTO FALTANTE,SIN MARCA
10001116,SIN_CODIGO,Bateria Bosch,1.0,2026,2,80898,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10001128,MC,Material Consumible,1.0,2026,3,219898,Reparación / Servicio,MC,REPUESTO FALTANTE,SIN MARCA
10001203,SIN_CODIGO,Pastillas Defreno Posterior  (volvo),1.0,2026,4,55359,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000877,MC,Material Consumible,1.0,2025,10,100011,Reparación / Servicio,MC,REPUESTO FALTANTE,SIN MARCA
10001050,SIN_CODIGO,Pastillas De Freno Posteriores,1.0,2026,1,75806,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10001203,01001-01501,Kit De Limpieza Sistema Gasolina E Inyectores,1.0,2026,4,55359,Reparación / Servicio,01001-01501,REPUESTO FALTANTE,SIN MARCA
10001203,SIN_CODIGO,Pastillas De Freno Posterior,1.0,2026,4,55359,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10001220,SIN_CODIGO,Materiales Consumibles,1.0,2026,4,126601,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000928,01001-03134,Reten De Ciguenal Posterior,1.0,2025,11,253127,Reparación / Servicio,01001-03134,REPUESTO FALTANTE,SIN MARCA
