"CODIGO","DESCRIPCION","N_OT","CANTIDAD","PRECIO_UNITARIO","SUBTOTAL","IGV","TOTAL","FECHA_REGISTRO","REPARAR","C_MONEDA","N_PROFORMA","C_PROMOCION"
"01001-01004    ","Shampoo Limpiaparabrisas Wurth 32ml.",10000335,1,9.5,8.07,1.45,9.52,25/09/2024 12:52:19 PM,0,"S",0,""
"MC             ","Material Consumible",10000335,1,75,63.75,11.48,75.23,25/09/2024 12:52:19 PM,0,"S",0,""
"","Pastillas de freno delt. (ceramica)",10000335,1,195,165.75,29.84,195.59,24/09/2024 11:29:08 AM,0,"S",0,""
"","discos delanteros",10000335,1,390,331.5,59.67,391.17,24/09/2024 11:29:08 AM,0,"S",0,""
"01001-04017    ","Kit ""a""  De Retenes De Cremallera D/h (06531-sza-a02)",10000324,1,188.87,188.87,34,222.87,25/09/2024 03:06:18 PM,0,"S",0,""
"01001-01008    ","Aceite De Motor 10w40",10000284,4,45,180,32.4,212.4,26/08/2024 05:29:00 PM,0,"S",0,""
"01001-06070    ","Filtro De Aire",10000284,1,60,60,10.8,70.8,26/08/2024 05:29:01 PM,0,"S",0,""
"01001-06072    ","Filtro De Aceite",10000284,1,40,40,7.2,47.2,26/08/2024 05:29:01 PM,0,"S",0,""
"01001-06087    ","Filtro De Gasolina",10000284,1,55,55,9.9,64.9,26/08/2024 05:29:01 PM,0,"S",0,""
"01001-01001    ","Aceite De Motor 5w30",,5,56.66,283.3,50.99,334.29,28/08/2024 11:29:32 AM,0,"S",0,""
"","liquido de freno",10000299,1,45,40.5,7.29,47.79,28/08/2024 04:55:15 PM,0,"S",0,""
"MC             ","Material Consumible",10000299,1,75,75,13.5,88.5,28/08/2024 04:55:15 PM,0,"S",0,""
"","Kit de embrague (Original)",10000299,1,2300,2070,372.6,2442.6,28/08/2024 04:55:15 PM,0,"S",0,""
"","FILTRO DE ACEITE DE MOTOR",,1,45,45,8.1,53.1,28/08/2024 11:29:32 AM,0,"S",0,""
"","FILTRO DE AIRE DE MOTOR",,1,65,65,11.7,76.7,28/08/2024 11:29:32 AM,0,"S",0,""
"","FILTRO DE CABINA O AC",,1,75,75,13.5,88.5,28/08/2024 11:29:32 AM,0,"S",0,""
"01001-03007    ","Arandela De Tapon De Carter",,1,5.5,5.5,0.99,6.49,28/08/2024 11:29:32 AM,0,"S",0,""
"01001-01004    ","Shampoo Limpiaparabrisas Wurth 32ml.",,1,9.5,9.5,1.71,11.21,28/08/2024 11:29:32 AM,0,"S",0,""
"MC             ","Material Consumible",,1,75,75,13.5,88.5,28/08/2024 11:29:32 AM,0,"S",0,""
"01001-01501    ","Limpieza Sistema Gasolina E Inyectores",10000314,1,84.74,84.74,15.25,99.99,05/09/2024 05:33:27 PM,0,"S",0,""
"01001-01006    ","Liquido De Freno Dot4  500ml",10000307,3,45,135,24.3,159.3,06/09/2024 04:09:22 PM,0,"S",0,""
"","Soporte delantero de motor (original)",10000315,1,1207.77,1207.77,217.4,1425.17,11/09/2024 09:07:58 AM,0,"S",0,""
"","Soporte posterior de motor (original)",10000315,1,1372.46,1372.46,247.04,1619.5,11/09/2024 09:07:58 AM,0,"S",0,""
"MC             ","Material Consumible",10000315,1,75,75,13.5,88.5,11/09/2024 09:42:14 AM,0,"S",0,""
"","Grasa de palier",10000315,2,25,50,9,59,11/09/2024 09:09:36 AM,0,"S",0,""
"","ponchos de palier int. rh lh",10000315,2,80,160,28.8,188.8,11/09/2024 09:07:58 AM,0,"S",0,""
"01001-06001    ","Filtro De Aire",10000307,1,48,45.6,8.21,53.81,18/09/2024 03:54:57 PM,0,"S",0,""
"01001-06072    ","Filtro De Aceite",10000307,1,38,36.1,6.5,42.6,18/09/2024 03:54:57 PM,0,"S",0,""
"01001-06003    ","Filtro De Cabina A/c",10000307,1,65,61.75,11.12,72.87,18/09/2024 03:54:57 PM,0,"S",0,""
"01001-03024    ","Bujias",10000307,4,24.75,92.07,16.57,108.64,18/09/2024 03:54:57 PM,0,"S",0,""
"01001-03081    ","Faja De Alternador",10000307,1,50,45,8.1,53.1,06/09/2024 04:09:22 PM,0,"S",0,""
"01001-04016    ","Faja De Direccion Hidraulica",10000307,1,50,45,8.1,53.1,06/09/2024 04:09:22 PM,0,"S",0,""
"01001-10003    ","Faja De A/c",10000307,1,44,39.6,7.13,46.73,06/09/2024 04:09:22 PM,0,"S",0,""
"01001-03061    ","Rodaje De Templador Faja De Auxiliar",10000307,1,50,50,9,59,06/09/2024 04:09:22 PM,0,"S",0,""
"01001-01003    ","Refrigerante",10000311,2,80,152,27.36,179.36,09/09/2024 03:23:53 PM,0,"S",0,""
"01001-03085    ","Deposito Agua De Refrigerante",10000241,1,220,220,39.6,259.6,10/09/2024 04:29:17 PM,0,"S",0,""
"","Soporte delantero de motor",10000315,1,645,645,116.1,761.1,11/09/2024 09:07:58 AM,0,"S",0,""
"","Soporte posterior de motor",10000315,1,645,645,116.1,761.1,11/09/2024 09:07:58 AM,0,"S",0,""
"01001-03069    ","Tapa De Radiador",10000311,1,40,40,7.2,47.2,09/09/2024 06:59:42 PM,0,"S",0,""
"01001-06086    ","Filtro De Aceite Compatible",10000316,1,38,34.2,6.16,40.36,09/09/2024 12:20:17 PM,0,"S",0,""
"","filtro de aire de motor",10000316,1,65,58.5,10.53,69.03,11/09/2024 12:48:48 PM,0,"S",0,""
"01001-03007    ","Arandela De Tapon De Carter",10000316,1,5.5,5.5,0.99,6.49,09/09/2024 12:20:17 PM,0,"S",0,""
"01001-01004    ","Shampoo Limpiaparabrisas Wurth 32ml.",10000316,1,9.5,9.5,1.71,11.21,09/09/2024 12:20:17 PM,0,"S",0,""
"01001-01016    ","Aceite De Motor  5w40",10000316,5,56.66,254.97,45.89,300.86,09/09/2024 12:20:17 PM,0,"S",0,""
"01001-05002    ","Pastillas De Freno Delt.",10000316,1,360,324,58.32,382.32,09/09/2024 11:00:51 AM,0,"S",0,""
"01001-01002    ","Aceite De Motor 10w30",10000318,5,45,225,40.5,265.5,09/09/2024 04:44:28 PM,0,"S",0,""
"MC             ","Material consumible",10000321,1,75,75,13.5,88.5,11/09/2024 05:36:00 PM,0,"S",0,""
"01001-01004    ","Shampoo limpiaparabrisas wurth 32ml.",10000321,1,9.5,9.5,1.71,11.21,11/09/2024 05:36:00 PM,0,"S",0,""
"","BRAZO DE CONTROL SUPERIOR DELANTERO DERECHO",10000340,1,1856.36,1670.72,300.73,1971.45,27/09/2024 05:32:37 PM,0,"S",0,""
"","BRAZO DE CONTROL SUPERIOR DELANTERO IZQUIERDO",10000340,1,1856.36,1670.72,300.73,1971.45,27/09/2024 05:32:37 PM,0,"S",0,""
"","TRAPECIO SUPERIOR DELANTERO DERECHO",10000340,1,1336.5,1336.5,240.57,1577.07,27/09/2024 05:27:19 PM,0,"S",0,""
"","TRAPECIO SUPERIOR DELANTERO IZQUIERDO",10000340,1,1336.5,1336.5,240.57,1577.07,27/09/2024 05:27:19 PM,0,"S",0,""
"01001-05051    ","Sensor De Abs Rueda Delt. (jeep)",10000225,1,784.7,784.7,141.25,925.95,16/10/2024 09:23:40 AM,0,"S",0,""
"","Arrancador (original)",10000361,1,2260.7,2260.7,406.93,2667.63,18/10/2024 09:57:16 AM,0,"S",0,""
"","Arrancador (compatible)",10000361,1,935,935,168.3,1103.3,17/10/2024 03:10:28 PM,0,"S",0,""
"","SENSOR ABS POSTERIOR (ATE)",10000369,1,414,414,74.52,488.52,22/10/2024 04:24:10 PM,0,"S",0,""
"","pastillas de freno delt. ceramica",10000366,1,320,304,54.72,358.72,21/10/2024 01:20:34 PM,0,"S",0,""
"","INSUMOS",10000366,1,75,75,13.5,88.5,21/10/2024 01:20:16 PM,0,"S",0,""
"","empaque de multiple de admision",10000365,1,85,85,15.3,100.3,21/10/2024 01:42:17 PM,0,"S",0,""
"","pastillas de freno post. ceramica",10000365,1,260,260,46.8,306.8,21/10/2024 01:42:17 PM,0,"S",0,""
"MC             ","Material Consumible",10000365,1,75,75,13.5,88.5,21/10/2024 01:42:17 PM,0,"S",0,""
"","interruptor de presion de aceite",10000367,1,120,120,21.6,141.6,23/10/2024 04:19:40 PM,0,"S",0,""
"MC             ","Material Consumible",10000367,1,75,75,13.5,88.5,23/10/2024 04:19:40 PM,0,"S",0,""
"","EMPAQUE DE TAPA DE BALANCINES",10000370,2,55,110,19.8,129.8,26/10/2024 09:43:37 AM,0,"S",0,""
"MC             ","Material Consumible",10000379,1,75,75,13.5,88.5,29/10/2024 05:14:31 PM,0,"S",0,""
"01001-01016    ","ACEITE DE MOTOR  5W40",0,1,56.66,56.66,10.2,66.86,28/10/2024 02:28:00 PM,0,"S",0,""
"01001-01016    ","Aceite De Motor  5w40",10000379,8,56.66,430.62,77.51,508.13,29/10/2024 05:14:31 PM,0,"S",0,""
"","FILTRO DE ACEITE DE MOTOR",10000379,1,56,53.2,9.58,62.78,29/10/2024 05:14:31 PM,0,"S",0,""
"","FILTRO DE AIRE DE MOTOR",10000379,1,116,110.2,19.84,130.04,29/10/2024 05:14:31 PM,0,"S",0,""
"","FILTRO DE CABINA  O AC",10000379,1,154,146.3,26.33,172.63,29/10/2024 05:14:31 PM,0,"S",0,""
"","BUJIAS DE IRIDIUM",10000379,4,117,444.6,80.03,524.63,29/10/2024 05:14:31 PM,0,"S",0,""
"01001-03007    ","Arandela De Tapon De Carter",10000379,1,5.5,5.5,0.99,6.49,29/10/2024 05:14:31 PM,0,"S",0,""
"01001-01004    ","Shampoo Limpiaparabrisas Wurth 32ml.",10000379,1,9.5,9.5,1.71,11.21,29/10/2024 05:14:31 PM,0,"S",0,""
"01001-21014    ","Limpiador De Frenos 600 Ml.",10000379,1,25,25,4.5,29.5,29/10/2024 05:14:31 PM,0,"S",0,""
"01001-25005    ","Bateria Quickstart - Smf-57220",10000379,1,520,480,86.4,566.4,29/10/2024 06:37:38 PM,0,"S",0,""
"","NEMATICOS 205/55R16 91W XL TOYO TIRES (JAPONES)",10000379,4,380,1520,273.6,1793.6,29/10/2024 04:43:25 PM,0,"S",0,""
"","BOBINA DE ENCENDIDO (ORIGINAL)",,4,1070,4280,770.4,5050.4,31/10/2024 10:52:32 AM,0,"S",0,""
"01001-01501    ","Limpieza Sistema Gasolina E Inyectores",,1,120,120,21.6,141.6,02/11/2024 12:18:04 PM,0,"S",0,""
"01001-01501    ","Limpieza Sistema Gasolina E Inyectores",10000383,1,120,120,21.6,141.6,02/11/2024 12:31:29 PM,0,"S",0,""
"01001-03007    ","Arandela De Tapon De Carter",,1,5.5,5.5,0.99,6.49,05/11/2024 12:45:36 PM,0,"S",0,""
"01001-01004    ","Shampoo Limpiaparabrisas Wurth 32ml.",,1,9.5,9.5,1.71,11.21,05/11/2024 12:45:36 PM,0,"S",0,""
"MC             ","Material Consumible",,1,75,75,13.5,88.5,05/11/2024 12:45:36 PM,0,"S",0,""
"01001-01001    ","Aceite De Motor 5w30",,6,56.66,339.96,61.19,401.15,05/11/2024 01:06:14 PM,0,"S",0,""
"","Elemento filtro de aceite",,1,65,65,11.7,76.7,05/11/2024 01:06:14 PM,0,"S",0,""
"01001-03007    ","Arandela De Tapon De Carter",,1,5.5,5.5,0.99,6.49,05/11/2024 01:06:14 PM,0,"S",0,""
"","Elemento filtro de aire",,1,154,154,27.72,181.72,05/11/2024 01:06:14 PM,0,"S",0,""
"","Filtro de polen",,1,153.4,153.4,27.61,181.01,05/11/2024 01:06:14 PM,0,"S",0,""
"01001-01004    ","Shampoo Limpiaparabrisas Wurth 32ml.",,1,9.5,9.5,1.71,11.21,05/11/2024 01:06:14 PM,0,"S",0,""
"MC             ","Material Consumible",,1,75,75,13.5,88.5,05/11/2024 01:06:14 PM,0,"S",0,""
"","Bujias conv.",,4,30,120,21.6,141.6,05/11/2024 01:06:51 PM,0,"S",0,""
"01001-01501    ","Limpieza Sistema Gasolina E Inyectores",,1,120,120,21.6,141.6,05/11/2024 01:06:51 PM,0,"S",0,""
"01001-01501    ","Limpieza Sistema Gasolina E Inyectores",0,1,120,120,21.6,141.6,05/11/2024 01:11:00 PM,0,"S",0,""
"","PONCHO DE PALIER EXT.",10000350,1,40,40,7.2,47.2,16/10/2024 12:42:08 PM,0,"S",0,""
"","amortiguadores delt.",10000350,1,560,560,100.8,660.8,16/10/2024 12:42:08 PM,0,"S",0,""
"","Filtro de aceite de motor",10000349,1,46,43.7,7.87,51.57,11/10/2024 11:14:11 AM,0,"S",0,""
"","Sensores de ABS LH RH post. (Originales)",10000350,2,181.5,363,65.34,428.34,16/10/2024 12:42:08 PM,0,"S",0,""
"","Motorcito de deposito de agua limpiaparabrisas (Original)",10000350,1,189.3,189.3,34.07,223.37,16/10/2024 12:42:08 PM,0,"S",0,""
"","Empaque de culata",10000349,1,80,76,13.68,89.68,11/10/2024 11:14:11 AM,0,"S",0,""
"","Bomba de agua",10000349,1,420,399,71.82,470.82,11/10/2024 11:14:11 AM,0,"S",0,""
"","Termostato",10000349,1,190,180.5,32.49,212.99,11/10/2024 11:14:11 AM,0,"S",0,""
"","Bujias",10000349,1,56,53.2,9.58,62.78,11/10/2024 11:14:11 AM,0,"S",0,""
"MC             ","Material Consumible",10000349,1,75,71.25,12.83,84.08,11/10/2024 11:14:11 AM,0,"S",0,""
"01001-01003    ","Refrigerante",10000349,1,65,61.75,11.12,72.87,11/10/2024 11:14:11 AM,0,"S",0,""
"01001-03007    ","Arandela De Tapon De Carter",10000349,1,5.5,5.22,0.94,6.16,11/10/2024 11:14:11 AM,0,"S",0,""
"01001-06072    ","Filtro De Aceite",10000349,1,27.97,26.57,4.78,31.35,11/10/2024 11:14:11 AM,0,"S",0,""
"","Combustible",10000225,1,100,100,18,118,16/10/2024 09:23:40 AM,0,"S",0,""
"01001-25005    ","Bateria Quickstart - Smf-57220",10000225,1,420,420,75.6,495.6,16/10/2024 09:25:30 AM,0,"S",0,""
"01001-25004    ","Modulo Electronico Abs (jeep)",10000225,1,4361.28,4361.28,785.03,5146.31,16/10/2024 09:23:40 AM,0,"S",0,""
"","Tapon de culata",10000357,1,130.93,130.93,23.57,154.5,19/10/2024 12:38:23 PM,0,"S",0,""
"","Anillos de piston",10000336,1,460,460,82.8,542.8,16/10/2024 11:17:40 AM,0,"S",0,""
"","Jgo. empaques de motor",10000336,1,1236,1236,222.48,1458.48,16/10/2024 11:17:40 AM,0,"S",0,""
"","Silicona",10000336,2,47,94,16.92,110.92,16/10/2024 11:17:40 AM,0,"S",0,""
"","Plastigage",10000336,1,20,20,3.6,23.6,16/10/2024 11:17:40 AM,0,"S",0,""
"","Aceite de motor",10000336,5,56.66,283.3,50.99,334.29,16/10/2024 11:17:40 AM,0,"S",0,""
"","Filtro de aceite de motor",10000336,1,30,30,5.4,35.4,16/10/2024 11:17:40 AM,0,"S",0,""
"","Bujias",10000336,1,64,64,11.52,75.52,16/10/2024 11:17:40 AM,0,"S",0,""
"","Filtro de aire de motor",10000336,1,40,40,7.2,47.2,16/10/2024 11:17:40 AM,0,"S",0,""
"","Correa de distribucion + templador",10000336,1,360,360,64.8,424.8,16/10/2024 11:17:40 AM,0,"S",0,""
"","Bomba de agua",10000336,1,300,300,54,354,16/10/2024 11:17:40 AM,0,"S",0,""
"","Valvula PCV",10000336,1,70,70,12.6,82.6,16/10/2024 11:17:40 AM,0,"S",0,""
"","Faja de accesorios",10000336,1,180,180,32.4,212.4,16/10/2024 11:17:40 AM,0,"S",0,""
"","Radiador de motor",10000336,1,700,700,126,826,16/10/2024 11:17:40 AM,0,"S",0,""
"","Refrigerante",10000336,1,45,45,8.1,53.1,16/10/2024 11:17:40 AM,0,"S",0,""
"","Gas refrigerante",10000336,1,180,180,32.4,212.4,16/10/2024 11:17:40 AM,0,"S",0,""
"","Amortiguadores delanteros",10000336,1,560,560,100.8,660.8,16/10/2024 11:17:40 AM,0,"S",0,""
"","Amortiguadores posteriores",10000336,1,380,380,68.4,448.4,16/10/2024 11:17:40 AM,0,"S",0,""
"","Torretas amortiguadores delanteros",10000336,1,360,360,64.8,424.8,16/10/2024 11:17:40 AM,0,"S",0,""
"","Materiales consumibles",10000336,1,75,75,13.5,88.5,16/10/2024 11:17:40 AM,0,"S",0,""
"","Aceite de direccion",10000336,3,80,240,43.2,283.2,16/10/2024 11:17:40 AM,0,"S",0,""
"","PILA DE LLAVE",10000359,1,10,10,1.8,11.8,16/10/2024 03:46:48 PM,0,"S",0,""
"01001-01006    ","Liquido De Freno Dot4  500ml",10000362,1,45,45,8.1,53.1,18/10/2024 05:03:26 PM,0,"S",0,""
"01001-01002    ","Aceite De Motor 10w30",,8,45,306,55.08,361.08,18/10/2024 03:14:51 PM,0,"S",0,""
"","PASTILLAS DE FRENO DELT.",10000362,1,370,370,66.6,436.6,18/10/2024 05:03:26 PM,0,"S",0,""
"","PASTILLAS DE FRENO POST.",10000362,1,280,280,50.4,330.4,18/10/2024 05:03:26 PM,0,"S",0,""
"MC             ","Material Consumible",10000362,1,75,75,13.5,88.5,18/10/2024 05:03:26 PM,0,"S",0,""
"","FILTRO DE ACEITE DE MOTOR",,1,45,40.5,7.29,47.79,18/10/2024 03:14:51 PM,0,"S",0,""
"","FILTRO DE AIRE DE MOTOR",,1,65,58.5,10.53,69.03,18/10/2024 03:14:51 PM,0,"S",0,""
"","FILTRO DE CABINA O AC",,1,85,76.5,13.77,90.27,18/10/2024 03:14:51 PM,0,"S",0,""
"01001-03007    ","Arandela De Tapon De Carter",,1,5.5,5.5,0.99,6.49,18/10/2024 03:14:51 PM,0,"S",0,""
"01001-01004    ","Shampoo Limpiaparabrisas Wurth 32ml.",,1,9.5,9.5,1.71,11.21,18/10/2024 03:14:51 PM,0,"S",0,""
"","SENSOR ABS POSTERIOR (FEBI)",10000369,1,248,248,44.64,292.64,22/10/2024 04:24:10 PM,0,"S",0,""
"01001-25005    ","Bateria Quickstart - Smf-57220",10000380,1,480,480,86.4,566.4,28/10/2024 01:12:14 PM,0,"S",0,""
"01001-01001    ","Aceite De Motor 5w30",10000372,5,56.66,254.97,45.89,300.86,23/10/2024 04:04:19 PM,0,"S",0,""
"","FILTRO DE ACEITE DE MOTOR",10000372,1,35,32.33,5.82,38.15,23/10/2024 04:04:19 PM,0,"S",0,""
"","FILTRO DE AIRE DE MOTOR",10000372,1,45,40.5,7.29,47.79,23/10/2024 04:04:19 PM,0,"S",0,""
"","Filtro de aceite",10000351,1,38,36.1,6.5,42.6,10/10/2024 11:20:14 AM,0,"S",0,""
"","juego de bujias",10000347,1,90,90,16.2,106.2,03/10/2024 11:12:06 AM,0,"S",0,""
"","jgo. de cables de bujias",10000347,1,180,180,32.4,212.4,03/10/2024 11:12:06 AM,0,"S",0,""
"","Filtro de aceite",,1,45,45,8.1,53.1,19/10/2024 10:16:24 AM,0,"S",0,""
"01001-04007    ","Abrazadera Chica Poncho De Palier 25-40 Mm",10000350,1,4.2,4.2,0.76,4.96,16/10/2024 12:42:08 PM,0,"S",0,""
"01001-04008    ","Abrazadera Grande Poncho De Palier 45-120 Mm",10000350,1,8.08,8.08,1.45,9.53,16/10/2024 12:42:08 PM,0,"S",0,""
"MC             ","Material Consumible",10000350,1,75,75,13.5,88.5,16/10/2024 12:42:08 PM,0,"S",0,""
"01001-01502    ","Grasa De Palier ( Pote )",10000350,1,25,25,4.5,29.5,16/10/2024 12:42:08 PM,0,"S",0,""
"","Aceite de motor",10000349,4,36,136.8,24.62,161.42,11/10/2024 11:14:11 AM,0,"S",0,""
"01001-03007    ","Arandela De Tapon De Carter",,1,5.5,5.5,0.99,6.49,19/10/2024 10:16:24 AM,0,"S",0,""
"01001-01004    ","Shampoo Limpiaparabrisas Wurth 32ml.",,1,9.5,9.5,1.71,11.21,19/10/2024 10:16:24 AM,0,"S",0,""
"","Filtro de aire de motor",,1,65,65,11.7,76.7,19/10/2024 10:16:24 AM,0,"S",0,""
"","Filtro de aire de cabina",,1,95,95,17.1,112.1,19/10/2024 10:16:24 AM,0,"S",0,""
"01001-01002    ","Aceite De Motor 10w30",,7,49.5,346.5,62.37,408.87,19/10/2024 10:16:24 AM,0,"S",0,""
"","Kit limpieza de inyeccion de combustible",,1,120,120,21.6,141.6,19/10/2024 10:16:24 AM,0,"S",0,""
"MC             ","Material Consumible",,1,75,75,13.5,88.5,19/10/2024 10:17:30 AM,0,"S",0,""
"","FILTRO DE AC O CABINA",10000372,1,65,58.5,10.53,69.03,23/10/2024 04:04:19 PM,0,"S",0,""
"01001-03007    ","Arandela De Tapon De Carter",10000372,1,5.5,5.5,0.99,6.49,23/10/2024 04:04:19 PM,0,"S",0,""
"01001-01004    ","Shampoo Limpiaparabrisas Wurth 32ml.",10000372,1,9.5,9.5,1.71,11.21,23/10/2024 04:04:19 PM,0,"S",0,""
"MC             ","Material Consumible",10000372,1,75,75,13.5,88.5,23/10/2024 04:04:19 PM,0,"S",0,""
"","silicona",10000367,1,25,25,4.5,29.5,23/10/2024 04:43:04 PM,0,"S",0,""
"01001-01002    ","Aceite De Motor 10w30",10000370,6,45,270,48.6,318.6,29/10/2024 01:26:29 PM,0,"S",0,""
"01001-06086    ","Filtro De Aceite Compatible",10000370,1,38,38,6.84,44.84,29/10/2024 01:26:29 PM,0,"S",0,""
"","FILTRO DE AIRE",10000370,1,65,65,11.7,76.7,29/10/2024 01:26:29 PM,0,"S",0,""
"","FILTRO DE AC O CABINA",10000370,1,85,85,15.3,100.3,29/10/2024 01:26:29 PM,0,"S",0,""
"01001-03007    ","Arandela De Tapon De Carter",10000370,1,5.5,5.5,0.99,6.49,29/10/2024 01:26:29 PM,0,"S",0,""
"01001-01004    ","Shampoo Limpiaparabrisas Wurth 32ml.",10000370,1,9.5,9.5,1.71,11.21,29/10/2024 01:26:29 PM,0,"S",0,""
"MC             ","Material Consumible",10000370,1,75,75,13.5,88.5,29/10/2024 01:26:29 PM,0,"S",0,""
"","RODAJES DE BOCAMASA DE RUEDAS POST.",10000370,2,540,1080,194.4,1274.4,29/10/2024 01:04:55 PM,0,"S",0,""
"01001-02007    ","Foco Lagrima Med. W16w 12v. 16w.",10000382,1,15,15,2.7,17.7,31/10/2024 02:29:47 PM,0,"S",0,""
"01001-02051    ","Foco 2 Cont. Base Metal. 12v.",10000368,1,20,20,3.6,23.6,31/10/2024 11:54:47 AM,0,"S",0,""
"01001-01501    ","Limpieza Sistema Gasolina E Inyectores",0,1,120,120,21.6,141.6,05/11/2024 01:11:58 PM,0,"S",0,""
"01001-01033    ","Aceite De Motor Sae 5w-30",,4,25,100,18,118,05/11/2024 02:01:10 PM,0,"S",0,""
"01001-06072    ","Filtro de aceite",,1,27.97,27.97,5.03,33,05/11/2024 02:01:10 PM,0,"S",0,""
"FILTRO02       ","Filtro de aire",,1,34,34,6.12,40.12,05/11/2024 02:01:10 PM,0,"S",0,""
"01001-03007    ","Arandela de tapon de carter",,1,5.5,5.5,0.99,6.49,05/11/2024 02:01:10 PM,0,"S",0,""
"01001-01004    ","Shampoo limpiaparabrisas wurth 32ml.",,1,9.5,9.5,1.71,11.21,05/11/2024 02:01:10 PM,0,"S",0,""
"MCC            ","Material consumible",,1,50,50,9,59,05/11/2024 02:01:10 PM,0,"S",0,""
"01001-06072    ","Filtro de aceite",10000389,1,27.97,27.97,5.03,33,07/11/2024 11:51:50 AM,0,"S",0,""
"FILTRO02       ","Filtro de aire",10000389,1,34,34,6.12,40.12,07/11/2024 11:51:50 AM,0,"S",0,""
"01001-03007    ","Arandela de tapon de carter",10000389,1,5.5,5.5,0.99,6.49,07/11/2024 11:51:50 AM,0,"S",0,""
"01001-01004    ","Shampoo limpiaparabrisas wurth 32ml.",10000389,1,9.5,9.5,1.71,11.21,07/11/2024 11:51:50 AM,0,"S",0,""
"MCC            ","Material consumible",10000389,1,50,50,9,59,07/11/2024 11:51:50 AM,0,"S",0,""
"","MODULO CONVERTIDOR DC/DC",10000385,1,1788.6,1788.6,321.95,2110.55,05/11/2024 05:32:00 PM,0,"S",0,""
"01001-01033    ","Aceite de motor sae 5w-30",10000389,4,25,100,18,118,07/11/2024 11:51:50 AM,0,"S",0,""
"01001-05002    ","Pastillas De Freno Delt.",10000335,1,195,165.75,29.84,195.59,24/09/2024 03:22:02 PM,0,"S",0,""
"01001-01001    ","Aceite De Motor 5w30",,5,56.66,283.3,50.99,334.29,24/09/2024 12:55:25 PM,0,"S",0,""
"","FILTRO DE ACEITE DE MOTOR",,1,95,95,17.1,112.1,24/09/2024 12:55:25 PM,0,"S",0,""
"","FILTRO DE AIRE DE MOTOR",,1,150,150,27,177,24/09/2024 12:55:25 PM,0,"S",0,""
"","FILTRO DE CABINA CARBÓN ACTIVADO",,1,190,190,34.2,224.2,24/09/2024 12:55:25 PM,0,"S",0,""
"01001-03007    ","Arandela De Tapon De Carter",,1,5.5,5.5,0.99,6.49,24/09/2024 12:55:25 PM,0,"S",0,""
"01001-01004    ","Shampoo Limpiaparabrisas Wurth 32ml.",,1,9.5,9.5,1.71,11.21,24/09/2024 12:55:25 PM,0,"S",0,""
"MC             ","Material Consumible",,1,75,75,13.5,88.5,24/09/2024 12:55:25 PM,0,"S",0,""
"01001-01501    ","Limpieza Sistema Gasolina E Inyectores",,1,120,120,21.6,141.6,24/09/2024 12:55:25 PM,0,"S",0,""
"","BATERIA DE RESPALDO (ORIGINAL)",10000340,1,586.1,527.49,94.95,622.44,27/09/2024 05:35:48 PM,0,"S",0,""
"01001-01016    ","Aceite De Motor  5w40",10000341,5,56.66,283.3,50.99,334.29,01/10/2024 01:59:47 PM,0,"S",0,""
"01001-06086    ","Filtro De Aceite Compatible",10000341,1,38,38,6.84,44.84,01/10/2024 01:59:47 PM,0,"S",0,""
"","BATERIA PRINCIPAL 800 CCA (ORIGINAL)",10000340,1,1027.9,925.11,166.52,1091.63,27/09/2024 05:35:48 PM,0,"S",0,""
"","BATERIA PRINCIPAL 800 CCA",10000340,1,930,930,167.4,1097.4,27/09/2024 05:35:48 PM,0,"S",0,""
"","BATERIA DE RESPALDO",10000340,1,250,250,45,295,27/09/2024 05:35:48 PM,0,"S",0,""
"","TORRETA DE AMORTIGUADORES DELANTEROS",10000340,2,595.67,1072.21,193,1265.21,27/09/2024 05:32:37 PM,0,"S",0,""
"P019E7E-01     ","Aceite edge professional v sae 0w-20 castrol",10000340,6,104.03,561.76,101.12,662.88,01/10/2024 02:08:40 PM,0,"S",0,""
"32140029       ","Elemento filtro de aceite",10000340,1,83.33,75,13.5,88.5,27/09/2024 04:52:30 PM,0,"S",0,""
"ARANDELAVOLVO  ","Arandela",10000340,1,12.63,11.37,2.05,13.42,27/09/2024 04:52:30 PM,0,"S",0,""
"31370089       ","Filtro de aire",10000340,1,233.7,210.33,37.86,248.19,27/09/2024 04:52:30 PM,0,"S",0,""
"31407748       ","Filtro de cabina o polen",10000340,1,182.85,164.56,29.62,194.18,27/09/2024 04:52:30 PM,0,"S",0,""
"32242191       ","Filtro de combustible",10000340,1,188.07,169.26,30.47,199.73,27/09/2024 04:52:30 PM,0,"S",0,""
"32290011       ","Jgo. bujias",10000340,1,519.93,467.94,84.23,552.17,27/09/2024 04:52:30 PM,0,"S",0,""
"32214957       ","Liquido de freno",10000340,1,22.78,20.5,3.69,24.19,27/09/2024 04:52:30 PM,0,"S",0,""
"31662960       ","Liquido lavaparabrisas",10000340,1,21.85,19.66,3.54,23.2,01/10/2024 02:07:00 PM,0,"S",0,""
"MC             ","Material consumible",10000340,1,80,80,14.4,94.4,01/10/2024 02:04:28 PM,0,"S",0,""
"01001-06001    ","Filtro De Aire",10000342,1,56,56,10.08,66.08,01/10/2024 01:57:35 PM,0,"S",0,""
"01001-06003    ","Filtro De Cabina A/c",10000342,1,65,65,11.7,76.7,01/10/2024 01:57:35 PM,0,"S",0,""
