CODIGO,DESCRIPCION,N_OT,CANTIDAD,PRECIO_UNITARIO,SUBTOTAL,IGV,TOTAL,FECHA_REGISTRO,REPARAR,C_MONEDA,N_PROFORMA,C_PROMOCION
MC,Material consumible,10000236,1,60,60,10.8,70.8,05/07/2024 09:36:49 AM,0,S,0,
01001-01004,Shampoo limpiaparabrisas wurth 32ml.,10000236,1,7.5,7.5,1.35,8.85,05/07/2024 09:36:49 AM,0,S,0,
01001-03007,Arandela de tapon de carter,10000236,1,4.5,4.5,0.81,5.31,05/07/2024 09:36:49 AM,0,S,0,
01001-01002,Aceite De Motor 10w30 Sash,10000236,4,45,180,32.4,212.4,05/07/2024 09:36:49 AM,0,S,0,
01001-01025,Aceite Atf Global Multi Sash,10000236,8,66,496,89.28,585.28,05/07/2024 09:36:49 AM,0,S,0,
01001-09014,"Plumilla 22""",10000237,1,60,58.5,10.53,69.03,09/07/2024 05:02:37 PM,0,S,0,
01001-02511,Bomba De Combustible (brillance),10000235,1,1247.38,1122.64,202.08,1324.72,25/07/2024 11:45:58 AM,0,S,0,
01001-06027,Filtro De Aire (honda),10000237,1,65,63.37,11.41,74.78,09/07/2024 05:02:37 PM,0,S,0,
01001-06028,Filtro De Cabina A/c (honda),10000237,1,85,82.87,14.92,97.79,09/07/2024 05:02:37 PM,0,S,0,
01001-06002,Filtro De Aceite Std.,10000237,1,45,43.87,7.9,51.77,01/08/2024 03:44:54 PM,0,S,0,
01001-09021,"Plumilla 20""",10000237,1,60,58.5,10.53,69.03,01/08/2024 03:44:54 PM,0,S,0,
01001-02008,Foco Tipo Lagrima Chico,10000237,3,8.47,25.41,4.57,29.98,09/07/2024 05:02:37 PM,0,S,0,
01001-09020,"Plumilla 12""",10000014,1,38.14,38.14,6.87,45.01,09/07/2024 11:30:23 AM,0,S,0,
01001-09016,"Plumilla 16""",10000014,1,50.85,50.85,9.15,60,09/07/2024 11:30:23 AM,0,S,0,
01001-09006,"Plumilla 24""",10000014,1,50.85,50.85,9.15,60,09/07/2024 11:30:23 AM,0,S,0,
01001-03070,Tapa De Filtro De Aceite (v40),10000267,1,656.21,441.89,79.54,521.43,27/07/2024 12:37:39 PM,0,S,0,
01001-02008,Foco Tipo Lagrima Chico,10000237,2,8.47,16.94,3.05,19.99,11/07/2024 04:36:01 PM,0,S,0,
01001-02512,Faros Direccionales De Funda Delt. (par),10000234,1,280,280,50.4,330.4,11/07/2024 11:01:17 AM,0,S,0,
01001-06027,Filtro De Aire (honda),10000242,1,272,272,48.96,320.96,11/07/2024 04:34:41 PM,0,S,0,
01001-06028,Filtro De Cabina A/c (honda),10000242,1,320,320,57.6,377.6,11/07/2024 04:34:41 PM,0,S,0,
01001-06002,Filtro De Aceite Std.,10000242,1,115,115,20.7,135.7,11/07/2024 04:34:41 PM,0,S,0,
01001-05060,Brazo Transversal Delt. Inf. Izq. (mercedes),10000250,1,648.67,648.67,116.76,765.43,22/07/2024 08:03:53 PM,0,S,0,
01001-05057,Amortiguador Post. (cr-v),10000246,2,420,840,151.2,991.2,18/07/2024 10:34:54 AM,0,S,0,
01001-05058,Articulacion De Barra Estab. Post. (cr-v),10000246,2,125,250,45,295,18/07/2024 10:34:54 AM,0,S,0,
01001-05061,Brazo Transversal Delt. Inf. Der. (mercedes),10000250,1,648.67,648.67,116.76,765.43,22/07/2024 08:03:53 PM,0,S,0,
01001-05062,Brazo Tirante Delt. Der. (mercedes),10000250,1,736.7,736.7,132.61,869.31,22/07/2024 08:03:53 PM,0,S,0,
01001-05063,Brazo Tirante Delt. Izq. (mercedes),10000250,1,736.7,736.7,132.61,869.31,22/07/2024 08:03:53 PM,0,S,0,
MC,Material Consumible,10000250,1,60,60,10.8,70.8,22/07/2024 08:03:53 PM,0,S,0,
01001-21029,SOLDIMIX ULTRAFUERTE,10000072,1,16.78,16.78,3.02,19.8,01/08/2024 04:53:06 PM,0,S,0,
01001-02015,Bateria Bosch - 70b-24ls (58d-51r),10000259,1,480,480,86.4,566.4,30/07/2024 03:50:19 PM,0,S,0,
MC,Material Consumible,10000232,1,70,70,12.6,82.6,28/06/2024 01:07:37 PM,0,S,0,
01001-01016,Aceite De Motor  5w40 Sash,10000231,5,68,340,61.2,401.2,03/07/2024 10:59:51 AM,0,S,0,
01001-06082,Filtro De Aire (hyundai),10000236,1,45,45,8.1,53.1,05/07/2024 09:36:49 AM,0,S,0,
01001-06002,Filtro De Aceite Std.,10000236,1,35,35,6.3,41.3,05/07/2024 09:36:49 AM,0,S,0,
01001-06083,Filtro De Cabina A/c (hyundai),10000236,1,75,75,13.5,88.5,05/07/2024 09:36:49 AM,0,S,0,
01001-03067,Bujias (hyundai),10000236,4,22.72,88,15.84,103.84,05/07/2024 09:36:49 AM,0,S,0,
01001-04007,Abrazadera Chica Poncho De Palier 25-40 Mm,10000237,2,3.45,6.73,1.21,7.94,09/07/2024 05:02:37 PM,0,S,0,
01001-05002,Pastillas De Freno Delt.,10000237,1,380,370.5,66.69,437.19,09/07/2024 05:02:37 PM,0,S,0,
01001-05004,Pastillas De Freno Post.,10000237,1,360,351,63.18,414.18,09/07/2024 05:02:37 PM,0,S,0,
01001-09016,"Plumilla 16""",10000242,1,50.85,50.85,9.15,60,11/07/2024 04:34:41 PM,0,S,0,
01001-09019,"Plumilla 26""",10000242,1,50.85,50.85,9.15,60,11/07/2024 04:34:41 PM,0,S,0,
01001-02008,Foco Tipo Lagrima Chico,10000072,2,8.47,16.94,3.05,19.99,01/08/2024 04:53:06 PM,0,S,0,
01001-01001,Aceite De Motor  5w30 Sash,10000244,7,56.67,364.95,65.69,430.64,18/07/2024 10:23:38 AM,0,S,0,
01001-01502,Grasa De Palier ( Pote ),10000237,1,25,22.5,4.05,26.55,18/07/2024 10:31:15 AM,0,S,0,
01001-02058,Foco Neblinero Tipo  Psx24w 12v. 24w,10000245,1,65,65,11.7,76.7,18/07/2024 10:32:02 AM,0,S,0,
01001-01501,Limpieza Sistema Gasolina E Inyectores,10000247,1,1,1,0.18,1.18,17/07/2024 05:47:28 PM,0,S,0,
MC,Material consumible,10000244,1,60,60,10.8,70.8,18/07/2024 10:23:38 AM,0,S,0,
01001-01004,Shampoo limpiaparabrisas wurth 32ml.,10000244,1,7.5,7.5,1.35,8.85,18/07/2024 10:23:38 AM,0,S,0,
01001-03007,Arandela de tapon de carter,10000244,1,4.5,4.5,0.81,5.31,18/07/2024 10:23:38 AM,0,S,0,
MC,Material consumible,10000249,1,75,75,13.5,88.5,01/08/2024 04:49:27 PM,0,S,0,
01001-06036,Filtro De Aceite (mercedes),10000244,1,96,88.32,15.9,104.22,18/07/2024 10:23:38 AM,0,S,0,
01001-01004,Shampoo limpiaparabrisas wurth 32ml.,10000249,1,9.5,9.5,1.71,11.21,01/08/2024 04:49:27 PM,0,S,0,
01001-03007,Arandela de tapon de carter,10000249,1,5.5,5.5,0.99,6.49,01/08/2024 04:49:27 PM,0,S,0,
01001-01001,Aceite De Motor  5w30 Sash,10000249,8,56.66,453.28,81.59,534.87,01/08/2024 04:49:27 PM,0,S,0,
01001-01006,Liquido De Freno Dot4  500ml,10000245,1,60,60,10.8,70.8,18/07/2024 10:32:02 AM,0,S,0,
01001-05059,Bocina De Trapecio Delt. (subaru),10000245,2,150,285,51.3,336.3,18/07/2024 10:32:02 AM,0,S,0,
01001-01501,Limpieza Sistema Gasolina E Inyectores,10000244,1,133.4,133.4,24.01,157.41,20/07/2024 06:47:23 PM,0,S,0,
01001-06037,Filtro De Aire (mercedes),10000244,1,89,81.88,14.74,96.62,20/07/2024 06:47:23 PM,0,S,0,
MC,Material consumible,10000251,1,60,60,10.8,70.8,22/07/2024 03:42:44 PM,0,S,0,
01001-01004,Shampoo limpiaparabrisas wurth 32ml.,10000251,1,7.5,7.5,1.35,8.85,22/07/2024 03:42:44 PM,0,S,0,
01001-03007,Arandela de tapon de carter,10000251,1,4.5,4.5,0.81,5.31,22/07/2024 03:42:44 PM,0,S,0,
01001-01001,Aceite De Motor  5w30 Sash,10000251,7,56.67,396.69,71.4,468.09,22/07/2024 03:42:44 PM,0,S,0,
01001-05002,Pastillas De Freno Delt.,10000245,1,320,294.4,52.99,347.39,22/07/2024 03:23:54 PM,0,S,0,
01001-02004,Bateria Quickstart - Smf-56219,10000245,1,350,350,63,413,22/07/2024 03:23:54 PM,0,S,0,
01001-03068,Empaques De Tapa De Balancines (juego),10000245,1,406,406,73.08,479.08,22/07/2024 03:23:54 PM,0,S,0,
MC,Material Consumible,10000245,1,75,75,13.5,88.5,22/07/2024 03:23:54 PM,0,S,0,
MC,Material consumible,10000256,1,17.9,17.9,3.22,21.12,27/08/2024 11:30:23 AM,0,S,0,
01001-01004,Shampoo limpiaparabrisas wurth 32ml.,10000256,1,9.5,9.5,1.71,11.21,27/08/2024 11:30:23 AM,0,S,0,
01001-03007,Arandela de tapon de carter,10000256,1,5.5,5.5,0.99,6.49,25/07/2024 08:59:38 AM,0,S,0,
01001-01001,Aceite De Motor  5w30,10000256,6,56.67,289.02,52.02,341.04,25/07/2024 09:05:28 AM,0,S,0,
01001-06056,Filtro De Aire (pilot),10000256,1,60,48,8.64,56.64,25/07/2024 09:05:08 AM,0,S,0,
01001-06014,Filtro De Aceite (honda),10000256,1,45,36,6.48,42.48,25/07/2024 09:05:08 AM,0,S,0,
01001-06028,Filtro De Cabina A/c (honda),10000256,1,75,60,10.8,70.8,25/07/2024 09:05:08 AM,0,S,0,
01001-09022,"Plumilla 14""",10000260,1,38.14,38.14,6.87,45.01,22/07/2024 03:22:03 PM,0,S,0,
01001-09016,"Plumilla 16""",10000260,1,50.85,50.85,9.15,60,22/07/2024 03:22:03 PM,0,S,0,
01001-09019,"Plumilla 26""",10000260,1,50.85,50.85,9.15,60,22/07/2024 03:22:03 PM,0,S,0,
MC,Material consumible,10000266,1,60,60,10.8,70.8,26/07/2024 12:01:10 PM,0,S,0,
01001-01004,Shampoo limpiaparabrisas wurth 32ml.,10000266,1,7.5,7.5,1.35,8.85,26/07/2024 12:01:10 PM,0,S,0,
01001-03007,Arandela de tapon de carter,10000266,1,4.5,4.5,0.81,5.31,26/07/2024 12:01:10 PM,0,S,0,
01001-01001,Aceite de motor  5w30,10000266,5,56.67,283.35,51,334.35,26/07/2024 12:01:10 PM,0,S,0,
01001-06027,Filtro De Aire (honda),10000266,1,65,45,8.1,53.1,26/07/2024 12:01:10 PM,0,S,0,
01001-06028,Filtro De Cabina A/c (honda),10000266,1,65,65,11.7,76.7,26/07/2024 12:01:10 PM,0,S,0,
01001-06014,Filtro De Aceite (honda),10000266,1,30,30,5.4,35.4,26/07/2024 12:01:10 PM,0,S,0,
01001-09024,"Plumilla 15""",10000235,1,50.85,45.76,8.24,54,26/07/2024 11:59:53 AM,0,S,0,
01001-08006,Neumaticos 215/60r16 95v (lanvigator Tl),10000257,2,279.66,559.32,100.68,660,01/08/2024 06:00:26 PM,0,S,0,
01001-05002,Pastillas De Freno Delt.,10000261,1,167.81,167.81,30.21,198.02,30/07/2024 03:50:34 PM,0,S,0,
BPA000000000000,Silicona Para Interiores,10000072,2,33,66,11.88,77.88,02/09/2024 08:58:23 AM,0,S,0,
MC,Material Consumible,10000235,1,75,67.5,12.15,79.65,01/08/2024 05:28:40 PM,0,S,0,
BPA000000000001,Abrillantador De Llantas,10000072,2,33,66,11.88,77.88,02/09/2024 08:58:23 AM,0,S,0,
BPA000000000002,Paño De Absorcion 3d,10000072,1,33,33,5.94,38.94,02/09/2024 08:58:23 AM,0,S,0,
BPA000000000003,Smart Polish,10000072,1,33,33,5.94,38.94,02/09/2024 08:58:23 AM,0,S,0,
BPA000000000004,Cintas Antideslizantes,10000072,2,33,66,11.88,77.88,02/09/2024 08:58:23 AM,0,S,0,
BPA000000000006,Papel De Piso,10000072,500,33,16500,2970,19470,02/09/2024 08:58:23 AM,0,S,0,
BPA000000000007,Paño De Microfibra,10000072,2,33,66,11.88,77.88,02/09/2024 08:58:23 AM,0,S,0,
BPA000000000008,Esponja Verde,10000072,3,33,99,17.82,116.82,02/09/2024 08:58:23 AM,0,S,0,
BPA000000000009,Lijas De Fierro,10000072,50,33,1650,297,1947,02/09/2024 08:58:23 AM,0,S,0,
BPA000000000011,Power Wax Cera Para Auto,10000072,2,33,66,11.88,77.88,02/09/2024 08:58:23 AM,0,S,0,
BPA000000000012,Detergente,10000072,0.5,33,16.5,2.97,19.47,02/09/2024 08:58:23 AM,0,S,0,
BPA000000000013,Super Pegamento Especial,10000072,1,33,33,5.94,38.94,02/09/2024 08:58:23 AM,0,S,0,
BPA000000000017,Silicona Neutra Negra  - Alta Temperatura 85 Gr,10000072,6,14.54,87.24,15.7,102.94,02/09/2024 08:58:23 AM,0,S,0,
BPA000000060008,Limpiador De Frenos,10000072,10,33,330,59.4,389.4,02/09/2024 08:58:23 AM,0,S,0,
BPA000000060011,Renovador De Plasticos,10000072,1,3.3,3.3,0.59,3.89,02/09/2024 08:58:23 AM,0,S,0,
MC,Material Consumible,10000271,1,75,75,13.5,88.5,20/08/2024 03:38:49 PM,0,S,0,
MC,Material Consumible,10000258,1,75,75,13.5,88.5,16/09/2024 04:45:45 PM,0,S,0,
MC,Material Consumible,10000280,1,75,75,13.5,88.5,10/08/2024 02:18:34 PM,0,S,0,
MC,Material Consumible,10000280,1,75,75,13.5,88.5,27/08/2024 10:49:59 AM,0,S,0,
01001-01022,Aceite De Motor Diesel 15w40,10000241,5,35,175,31.5,206.5,24/08/2024 03:34:18 PM,0,S,0,
01001-06049,Filtro De Aceite (a4),10000241,1,65,65,11.7,76.7,24/08/2024 03:34:18 PM,0,S,0,
01001-03007,Arandela De Tapon De Carter,10000295,1,5.5,5.5,0.99,6.49,26/08/2024 05:05:23 PM,0,S,0,
01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,10000295,1,9.5,9.5,1.71,11.21,26/08/2024 05:05:23 PM,0,S,0,
MC,Material Consumible,10000295,1,75,75,13.5,88.5,26/08/2024 05:05:23 PM,0,S,0,
01001-06003,Filtro De Cabina A/c,10000258,1,76,76,13.68,89.68,01/08/2024 06:11:48 PM,0,S,0,
01001-03024,Bujias,10000258,4,22.5,90,16.2,106.2,01/08/2024 06:11:48 PM,0,S,0,
01001-03012,Empaque De Tapa De Balancines,10000258,1,80,80,14.4,94.4,01/08/2024 06:11:48 PM,0,S,0,
01001-01005,Aceite De D/h (08206-9002),10000189,3,60,180,32.4,212.4,26/08/2024 04:50:08 PM,0,S,0,
01001-01023,Aceite De Caja Mecanica 80w90,10000189,3,85,255,45.9,300.9,26/08/2024 04:50:08 PM,0,S,0,
01001-02015,Bateria Bosch - 70b-24ls (58d-51r),10000264,1,480,480,86.4,566.4,21/08/2024 10:56:24 AM,0,S,0,
01001-02514,Bobina De Encendido,10000235,4,280,1008,181.44,1189.44,01/08/2024 05:28:40 PM,0,S,0,
01001-05064,Sensor De Abs Post.der.,10000235,1,300,270,48.6,318.6,01/08/2024 05:28:40 PM,0,S,0,
01001-03071,Termostato,10000235,1,240,216,38.88,254.88,01/08/2024 05:28:40 PM,0,S,0,
01001-03072,Empaque De Tapa De Balancines,10000235,1,180,162,29.16,191.16,01/08/2024 05:28:40 PM,0,S,0,
01001-03073,Sellos De Bobinas De Tapa De Balancines,10000235,4,35,126,22.68,148.68,01/08/2024 05:28:40 PM,0,S,0,
01001-03074,Sensor De Temperatura De Agua,10000235,1,320,288,51.84,339.84,01/08/2024 05:28:40 PM,0,S,0,
01001-09025,Motor De Inyeccion De Agua L/p,10000235,1,300,262.5,47.25,309.75,01/08/2024 05:28:40 PM,0,S,0,
01001-01028,Aceite De Motor 5w-30 Ravenol,10000261,5,50.17,250.85,45.15,296,01/08/2024 05:54:48 PM,0,S,0,
01001-01508,Limpiador De Sistema De Lubricacion De Motor,10000261,1,33.05,33.05,5.95,39,01/08/2024 05:54:48 PM,0,S,0,
01001-01016,Aceite De Motor  5w40,10000282,6,56.67,340.02,61.2,401.22,14/08/2024 01:29:29 PM,0,S,0,
01001-02008,Foco Lagrima Chico W5w 12v 5w,10000284,1,8.47,8.47,1.52,9.99,26/08/2024 05:29:00 PM,0,S,0,
BPA000000018005,Foco      1 Contacto  (bulba),10000284,1,15,15,2.7,17.7,26/08/2024 05:29:00 PM,0,S,0,
BPA000000018002,Foco P 21 / 5w   2 Contactos (con Base),10000284,2,18,36,6.48,42.48,26/08/2024 05:29:00 PM,0,S,0,
01001-03075,Enfriador De Aceite,10000258,1,760,760,136.8,896.8,16/09/2024 04:46:58 PM,0,S,0,
01001-01001,Aceite De Motor  5w30,10000275,5,56.67,283.35,51,334.35,22/08/2024 11:22:37 AM,0,S,0,
MC,Material Consumible,10000275,1,75,75,13.5,88.5,22/08/2024 11:08:45 AM,0,S,0,
01001-09020,"Plumilla 12""",10000275,1,38.14,38.14,6.87,45.01,22/08/2024 11:08:45 AM,0,S,0,
01001-09021,"Plumilla 20""",10000275,1,50.85,50.85,9.15,60,22/08/2024 11:08:45 AM,0,S,0,
01001-09006,"Plumilla 24""",10000275,1,50.85,50.85,9.15,60,22/08/2024 11:08:45 AM,0,S,0,
MC,Material Consumible,10000283,1,75,75,13.5,88.5,23/08/2024 12:43:49 PM,0,S,0,
01001-09006,"Plumilla 24""",10000283,1,55.85,55.85,10.05,65.9,16/08/2024 03:14:58 PM,0,S,0,
01001-09022,"Plumilla 14""",10000283,1,45.85,45.85,8.25,54.1,16/08/2024 03:14:58 PM,0,S,0,
01001-01016,Aceite De Motor  5w40,10000286,7,56.67,396.69,71.4,468.09,23/08/2024 03:24:40 PM,0,S,0,
01001-03007,Arandela De Tapon De Carter,10000286,1,5.5,5.5,0.99,6.49,23/08/2024 03:24:40 PM,0,S,0,
01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,10000286,1,9.5,9.5,1.71,11.21,23/08/2024 03:24:40 PM,0,S,0,
MC,Material Consumible,10000286,1,75,75,13.5,88.5,23/08/2024 03:24:40 PM,0,S,0,
01001-02001,Bateria Quickstart - Agm L-3,10000286,1,820,820,147.6,967.6,23/08/2024 03:24:40 PM,0,S,0,
01001-04007,Abrazadera Chica Poncho De Palier 25-40 Mm,10000285,1,10,10,1.8,11.8,26/08/2024 05:33:31 PM,0,S,0,
01001-04008,Abrazadera Grande Poncho De Palier 45-120 Mm,10000285,1,15,15,2.7,17.7,26/08/2024 05:33:31 PM,0,S,0,
01001-01502,Grasa De Palier ( Pote ),10000285,1,25,25,4.5,29.5,26/08/2024 05:33:31 PM,0,S,0,
01001-01002,Aceite De Motor 10w30,10000288,5,45,225,40.5,265.5,21/08/2024 05:32:39 PM,0,S,0,
01001-06036,Filtro De Aceite (mercedes),10000286,1,71.5,71.5,12.87,84.37,23/08/2024 03:24:40 PM,0,S,0,
MC,Material Consumible,10000288,1,75,75,13.5,88.5,22/08/2024 07:17:53 PM,0,S,0,
01001-03007,Arandela De Tapon De Carter,10000288,1,5.5,5.5,0.99,6.49,22/08/2024 07:17:53 PM,0,S,0,
01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,10000288,1,9.5,9.5,1.71,11.21,22/08/2024 07:17:53 PM,0,S,0,
01001-09020,"Plumilla 12""",10000288,1,38.14,32,5.76,37.76,22/08/2024 07:17:53 PM,0,S,0,
01001-03042,Bujias Iridium,10000266,4,90,360,64.8,424.8,22/08/2024 09:20:49 AM,0,S,0,
MC,Material Consumible,10000279,1,35,35,6.3,41.3,22/08/2024 09:59:45 AM,0,S,0,
01001-02515,Interruptor De Luz De Pedal De Freno,10000279,1,120,120,21.6,141.6,22/08/2024 09:59:45 AM,0,S,0,
01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,10000290,1,9.5,9.5,1.71,11.21,23/08/2024 11:13:02 AM,0,S,0,
01001-01022,Aceite De Motor Diesel 15w40,10000290,5,42,210,37.8,247.8,23/08/2024 11:13:02 AM,0,S,0,
01001-03007,Arandela De Tapon De Carter,10000290,1,5.5,5.5,0.99,6.49,23/08/2024 11:13:02 AM,0,S,0,
MC,Material Consumible,10000290,1,75,75,13.5,88.5,23/08/2024 11:13:02 AM,0,S,0,
01001-01004,Shampoo limpiaparabrisas wurth 32ml.,10000275,1,9.5,9.5,1.71,11.21,22/08/2024 11:08:45 AM,0,S,0,
01001-03007,Arandela de tapon de carter,10000275,1,5,5,0.9,5.9,22/08/2024 11:08:45 AM,0,S,0,
01001-06058,Filtro De Aire Diesel (frontier),10000290,1,45,45,8.1,53.1,23/08/2024 11:13:02 AM,0,S,0,
01001-06059,Filtro De Aceite Diesel (frontier),10000290,1,38,38,6.84,44.84,23/08/2024 11:13:02 AM,0,S,0,
01001-02005,Bateria Quickstart - Smf-75d23l,10000275,1,392,392,70.56,462.56,22/08/2024 11:08:45 AM,0,S,0,
01001-03010,Abrazadera Multiuso,10000241,1,5.59,5.59,1.01,6.6,24/08/2024 03:51:26 PM,0,S,0,
01001-06005,Filtro De Aire (mitsubishi),10000275,1,45,45,8.1,53.1,22/08/2024 11:08:45 AM,0,S,0,
01001-06006,Filtro De Cabina A/c (mitsubishi),10000275,1,65,65,11.7,76.7,22/08/2024 11:08:45 AM,0,S,0,
01001-06002,Filtro De Aceite Std.,10000275,1,39.5,39.5,7.11,46.61,22/08/2024 11:08:45 AM,0,S,0,
01001-03005,Tapa De Deposito Agua (rad.),10000241,1,45,45,8.1,53.1,24/08/2024 03:51:26 PM,0,S,0,
01001-04015,Poncho De Palier Int.,10000241,1,50,50,9,59,24/08/2024 03:56:55 PM,0,S,0,
01001-03077,Empaque De Enfriador De Aceite,10000241,1,70,70,12.6,82.6,24/08/2024 03:09:41 PM,0,S,0,
01001-03078,Radiador De Agua,10000241,1,1800,1800,324,2124,24/08/2024 03:09:41 PM,0,S,0,
01001-01020,Refrigerante Auto Cool Optimal (motul),10000241,1.5,160,240,43.2,283.2,24/08/2024 03:09:41 PM,0,S,0,
BPA40013,Aceite 5w30,10000271,5,56.66,283.3,50.99,334.29,05/08/2024 06:13:43 PM,0,S,0,
01001-01006,Liquido De Freno Dot4  500ml,10000271,1,45,45,8.1,53.1,20/08/2024 03:38:49 PM,0,S,0,
01001-02005,Bateria Quickstart - Smf-75d23l,10000277,1,480,480,86.4,566.4,23/08/2024 04:47:42 PM,0,S,0,
01001-03007,Arandela De Tapon De Carter,10000284,1,5.5,5.5,0.99,6.49,26/08/2024 05:29:00 PM,0,S,0,
01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,10000284,1,9.5,9.5,1.71,11.21,26/08/2024 05:29:00 PM,0,S,0,
MC,Material Consumible,10000284,1,75,75,13.5,88.5,26/08/2024 05:29:00 PM,0,S,0,
01001-01004,Shampoo limpiaparabrisas wurth 32ml.,10000292,1,9.5,9.5,1.71,11.21,23/08/2024 02:35:00 PM,0,S,0,
01001-03007,Arandela de tapon de carter,10000292,1,5.5,5.5,0.99,6.49,23/08/2024 02:35:00 PM,0,S,0,
01001-01029,Refrigerante Concentrado Rosado (1.5 L),10000241,3,44.06,132.18,23.79,155.97,24/08/2024 03:51:26 PM,0,S,0,
01001-03079,Soporte De Motor Hidraulico Lateral,10000241,2,760,1350,243,1593,24/08/2024 03:34:18 PM,0,S,0,
01001-03080,Anillos De Piston 0.25 (04 Juegos),10000241,1,460,460,82.8,542.8,24/08/2024 03:34:18 PM,0,S,0,
MC,Material Consumible,10000241,1,75,75,13.5,88.5,24/08/2024 03:34:18 PM,0,S,0,
01001-01001,Aceite De Motor  5w30,10000281,7,56.66,396.62,71.39,468.01,22/08/2024 05:41:28 PM,0,S,0,
01001-06015,Filtro De Cabina A/c (land Rover),10000281,1,125,109.35,19.68,129.03,22/08/2024 05:41:28 PM,0,S,0,
01001-03007,Arandela De Tapon De Carter,10000281,1,5.5,5.5,0.99,6.49,22/08/2024 05:41:28 PM,0,S,0,
01001-06016,Filtro De Aceite (land Rover),10000281,1,100,87.48,15.75,103.23,22/08/2024 05:41:28 PM,0,S,0,
01001-06017,Filtro De Aire (land Rover),10000281,2,106,185.45,33.38,218.83,22/08/2024 05:41:28 PM,0,S,0,
01001-02059,FOCO IODO H-4 12V 60/55W,10000290,1,45,45,8.1,53.1,23/08/2024 11:13:02 AM,0,S,0,
MC,Material consumible,10000292,1,75,75,13.5,88.5,23/08/2024 02:35:00 PM,0,S,0,
01001-06086,Filtro De Aceite Compatible,10000292,1,38,38,6.84,44.84,23/08/2024 02:35:00 PM,0,S,0,
01001-01002,Aceite De Motor 10w30,10000292,6,45,270,48.6,318.6,26/08/2024 12:20:32 PM,0,S,0,
01001-02008,Foco Lagrima Chico W5w 12v 5w,10000292,3,8.47,25.41,4.57,29.98,26/08/2024 12:20:32 PM,0,S,0,
MC,Material Consumible,10000281,1,75,65.61,11.81,77.42,22/08/2024 05:41:28 PM,0,S,0,
01001-03007,Arandela De Tapon De Carter,10000282,1,5.5,5.5,0.99,6.49,19/08/2024 09:15:28 AM,0,S,0,
MC,Material Consumible,10000282,1,75,75,13.5,88.5,19/08/2024 09:15:28 AM,0,S,0,
01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,10000282,1,9.5,9.5,1.71,11.21,19/08/2024 09:15:28 AM,0,S,0,
MC,Material consumible,10000278,1,75,75,13.5,88.5,20/08/2024 04:16:13 PM,0,S,0,
01001-01004,Shampoo limpiaparabrisas wurth 32ml.,10000278,1,9.5,9.5,1.71,11.21,20/08/2024 04:16:13 PM,0,S,0,
01001-03007,Arandela de tapon de carter,10000278,1,5,5,0.9,5.9,20/08/2024 04:32:44 PM,0,S,0,
01001-01001,Aceite de motor  5w30,10000278,5,56.66,283.3,50.99,334.29,20/08/2024 04:16:13 PM,0,S,0,
01001-06072,Filtro De Aceite,10000278,1,38,38,6.84,44.84,20/08/2024 04:16:13 PM,0,S,0,
01001-06070,Filtro De Aire,10000278,1,65,65,11.7,76.7,20/08/2024 04:16:13 PM,0,S,0,
01001-06071,Filtro De Cabina A/c,10000278,1,75,75,13.5,88.5,20/08/2024 04:16:13 PM,0,S,0,
01001-03024,Bujias,10000278,4,30,120,21.6,141.6,20/08/2024 04:16:13 PM,0,S,0,
MC,Material Consumible,10000274,1,75,75,13.5,88.5,20/08/2024 06:01:35 PM,0,S,0,
01001-10002,Manguera De A/c (alta) (volvo),10000274,1,706.71,706.71,127.21,833.92,20/08/2024 06:01:35 PM,0,S,0,
MC,Material Consumible,10000287,1,60,60,10.8,70.8,21/08/2024 04:45:13 PM,0,S,0,
01001-03007,Arandela De Tapon De Carter,10000287,1,3.5,3.5,0.63,4.13,21/08/2024 04:45:13 PM,0,S,0,
01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,10000287,1,7.5,7.5,1.35,8.85,21/08/2024 04:45:13 PM,0,S,0,
01001-06028,Filtro De Cabina A/c (honda),10000287,1,75,75,13.5,88.5,21/08/2024 04:45:13 PM,0,S,0,
MC,Material consumible,10000277,1,75,75,13.5,88.5,21/08/2024 12:18:44 PM,0,S,0,
01001-01004,Shampoo limpiaparabrisas wurth 32ml.,10000277,1,9.5,9.5,1.71,11.21,21/08/2024 12:18:44 PM,0,S,0,
01001-03007,Arandela de tapon de carter,10000277,1,5,5,0.9,5.9,21/08/2024 12:18:44 PM,0,S,0,
01001-01001,Aceite de motor  5w30,10000277,5,56.66,283.3,50.99,334.29,23/08/2024 04:47:42 PM,0,S,0,
01001-06067,Filtro De Aire (subaru),10000277,1,62,62,11.16,73.16,21/08/2024 12:18:44 PM,0,S,0,
01001-06024,Filtro De Cabina A/c (subaru),10000277,1,75,75,13.5,88.5,21/08/2024 12:18:44 PM,0,S,0,
01001-06002,Filtro De Aceite Std.,10000277,1,39.5,39.5,7.11,46.61,21/08/2024 12:18:44 PM,0,S,0,
