CODIGO,DESCRIPCION,N_OT,CANTIDAD,PRECIO_UNITARIO,SUBTOTAL,IGV,TOTAL,FECHA_REGISTRO,REPARAR,C_MONEDA,N_PROFORMA,C_PROMOCION
01001-03113,Bomba de agua,10000557,1,1103,1103,198.54,1301.54,12/03/2025 12:32:17 PM,0,S,0,
01001-01003,Refrigerante,10000557,1,171,171,30.78,201.78,12/03/2025 12:32:17 PM,0,S,0,
MC,Material consumible,10000557,1,75,75,13.5,88.5,12/03/2025 12:32:17 PM,0,S,0,
01001-03114,Faja de distribucion,10000557,1,430,430,77.4,507.4,12/03/2025 12:38:11 PM,0,S,0,
01001-03115,Templador de faja de distribucion,10000557,1,380,380,68.4,448.4,12/03/2025 12:38:11 PM,0,S,0,
01001-03116,Polea intermedia de distribucion,10000557,1,200,200,36,236,12/03/2025 12:38:11 PM,0,S,0,
01001-01032,Aceite De Motor Sae 5w-30,10000615,6,45,249.75,44.96,294.71,25/04/2025 03:21:45 PM,0,S,0,
MC,Material Consumible,10000615,1,75,75,13.5,88.5,25/04/2025 03:21:45 PM,0,S,0,
01001-03007,Arandela De Tapon De Carter,10000615,1,5.5,5.09,0.92,6.01,25/04/2025 03:21:45 PM,0,S,0,
01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,10000615,1,9.5,8.79,1.58,10.37,25/04/2025 03:21:45 PM,0,S,0,
01001-010078,Liquido De Freno Dot 4,10000619,1,45,45,8.1,53.1,10/04/2025 06:53:03 PM,0,S,0,
MC,Material Consumible,10000619,1,75,75,13.5,88.5,10/04/2025 06:53:03 PM,0,S,0,
01001-01022,Aceite De Motor Diesel 15w40,10000616,7,42,264.6,47.63,312.23,11/04/2025 04:17:28 PM,0,S,0,
01001-03007,Arandela De Tapon De Carter,10000616,1,5.5,5.5,0.99,6.49,11/04/2025 04:17:28 PM,0,S,0,
01001-06027,Filtro De Aire,10000616,1,50,45,8.1,53.1,11/04/2025 04:17:28 PM,0,S,0,
01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,10000616,1,9.5,9.5,1.71,11.21,11/04/2025 04:17:28 PM,0,S,0,
MC,Material Consumible,10000616,1,75,75,13.5,88.5,11/04/2025 04:17:28 PM,0,S,0,
MC,Material Consumible,10000618,1,75,75,13.5,88.5,10/04/2025 02:49:08 PM,0,S,0,
01001-03115,Templador de faja de distribucion,10000637,1,380,380,68.4,448.4,28/05/2025 02:11:22 PM,0,S,0,
01001-03116,Polea intermedia de distribucion,10000637,1,200,200,36,236,28/05/2025 02:11:22 PM,0,S,0,
01001-01502,Grasa De Palier,10000633,1,25,25,4.5,29.5,28/04/2025 08:13:54 AM,0,S,0,
01001-04007,Abrazadera Chica Poncho De Palier 25-40 Mm,10000633,1,3.55,3.55,0.64,4.19,28/04/2025 08:13:54 AM,0,S,0,
01001-04008,Abrazadera Grande Poncho De Palier 45-120 Mm,10000633,1,6.85,6.85,1.23,8.08,28/04/2025 08:13:54 AM,0,S,0,
MC,Material Consumible,10000641,1,75,75,13.5,88.5,06/05/2025 03:29:53 PM,0,S,0,
01001-01001,Aceite De Motor 5w30,10000598,7,56.66,396.62,71.39,468.01,03/04/2025 04:14:11 PM,0,S,0,
01001-03007,Arandela De Tapon De Carter,10000598,1,5.5,5.5,0.99,6.49,03/04/2025 04:14:11 PM,0,S,0,
01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,10000598,1,9.5,9.5,1.71,11.21,03/04/2025 04:14:11 PM,0,S,0,
01001-01501,Kit De Limpieza Sistema Gasolina E Inyectores,10000598,1,120,120,21.6,141.6,03/04/2025 04:14:11 PM,0,S,0,
MC,Material Consumible,10000598,1,75,75,13.5,88.5,03/04/2025 04:14:11 PM,0,S,0,
01001-02001,Bateria Quickstart - Agm L-3,10000598,1,744,744,133.92,877.92,03/04/2025 04:14:25 PM,0,S,0,
01001-02018,Bateria Bosch - Agm Ln3 12v 70ah,10000598,1,1145,1145,206.1,1351.1,03/04/2025 04:14:25 PM,0,S,0,
01001-02010,Foco Lagrimon 02 Cont.,10000600,1,20,20,3.6,23.6,05/04/2025 08:35:15 AM,0,S,0,
01001-02008,Foco Lagrima Chico W5w 12v 5w,10000600,1,3.5,3.5,0.63,4.13,05/04/2025 08:35:15 AM,0,S,0,
01001-21037,Grasa Skf,10000600,0.25,237.28,53.39,9.61,63,05/04/2025 08:35:15 AM,0,S,0,
MC,Material Consumible,10000620,1,75,75,13.5,88.5,21/04/2025 02:06:22 PM,0,S,0,
01001-01016,Aceite De Motor  5w40,10000623,5,56.66,283.3,50.99,334.29,14/04/2025 05:02:42 PM,0,S,0,
01001-03007,Arandela De Tapon De Carter,10000623,1,5.5,5.5,0.99,6.49,14/04/2025 05:02:42 PM,0,S,0,
01001-06031,Filtro De Aceite,10000623,1,70.92,70.92,12.77,83.69,14/04/2025 05:02:42 PM,0,S,0,
01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,10000623,1,9.5,9.5,1.71,11.21,14/04/2025 05:02:42 PM,0,S,0,
MC,Material Consumible,10000623,1,75,75,13.5,88.5,14/04/2025 07:00:25 PM,0,S,0,
01001-01032,Aceite De Motor Sae 5w-30,10000631,6,45,243,43.74,286.74,23/04/2025 10:15:04 PM,0,S,0,
01001-03007,Arandela De Tapon De Carter,10000631,1,5.5,5.5,0.99,6.49,23/04/2025 10:15:04 PM,0,S,0,
01001-06086,Filtro De Aceite,10000631,1,35,31.5,5.67,37.17,23/04/2025 10:15:04 PM,0,S,0,
01001-06027,Filtro De Aire,10000631,1,65,58.5,10.53,69.03,23/04/2025 10:15:04 PM,0,S,0,
01001-06028,Filtro De Cabina A/c,10000631,1,75,67.5,12.15,79.65,23/04/2025 10:15:04 PM,0,S,0,
01001-01501,Kit De Limpieza Sistema Gasolina E Inyectores,10000631,1,120,108,19.44,127.44,23/04/2025 10:15:04 PM,0,S,0,
01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,10000631,1,9.5,9.5,1.71,11.21,23/04/2025 10:15:04 PM,0,S,0,
01001-01008,Aceite De Motor 10w40,10000607,2,45,90,16.2,106.2,04/04/2025 11:03:17 AM,0,S,0,
01001-01026,Refrigerante 50/50 L.,10000611,1,91.12,91.12,16.4,107.52,09/04/2025 05:29:54 PM,0,S,0,
01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,10000605,1,9.5,9.5,1.71,11.21,07/04/2025 03:11:14 PM,0,S,0,
MC,Material Consumible,10000605,1,75,75,13.5,88.5,07/04/2025 03:11:14 PM,0,S,0,
01001-02059,Foco Iodo H-4 12v 60/55w,10000583,1,45,45,8.1,53.1,07/04/2025 05:46:08 PM,0,S,0,
MC,Material Consumible,10000608,1,75,75,13.5,88.5,09/04/2025 03:38:28 PM,0,S,0,
01001-02022,Pila De Llavero 3v.(cr2032),10000623,1,10.18,10.18,1.83,12.01,14/04/2025 05:18:16 PM,0,S,0,
01001-01019,Refrigerante  (azul),10000627,0.5,110,55,9.9,64.9,06/05/2025 09:01:53 PM,0,S,0,
MC,Material Consumible,10000627,1,75,75,13.5,88.5,06/05/2025 09:01:53 PM,0,S,0,
01001-03069,Tapa De Radiador,10000633,1,27.97,27.97,5.03,33,28/04/2025 08:12:55 AM,0,S,0,
01001-01017,Refrigerante G12,10000633,1,132.64,132.64,23.88,156.52,28/04/2025 08:12:55 AM,0,S,0,
01001-01037,Aceite De Motor 5w30 C2/c3,10000633,6,45,270,48.6,318.6,28/04/2025 08:13:54 AM,0,S,0,
01001-03007,Arandela De Tapon De Carter,10000633,1,5.5,5.5,0.99,6.49,28/04/2025 08:13:54 AM,0,S,0,
01001-06086,Filtro De Aceite,10000633,1,35,35,6.3,41.3,28/04/2025 08:13:54 AM,0,S,0,
01001-06027,Filtro De Aire,10000633,1,65,65,11.7,76.7,28/04/2025 08:13:54 AM,0,S,0,
01001-06028,Filtro De Cabina A/c,10000633,1,75,75,13.5,88.5,28/04/2025 08:13:54 AM,0,S,0,
01001-01501,Kit De Limpieza Sistema Gasolina E Inyectores,10000633,1,120,120,21.6,141.6,28/04/2025 08:13:54 AM,0,S,0,
01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,10000633,1,9.5,9.5,1.71,11.21,28/04/2025 08:13:54 AM,0,S,0,
MC,Material Consumible,10000633,1,75,75,13.5,88.5,28/04/2025 08:13:54 AM,0,S,0,
01001-03117,Ajustador base de distribucion,10000637,1,300,300,54,354,28/05/2025 02:11:22 PM,0,S,0,
01001-010078,Liquido De Freno Dot 4,10000600,1,45,45,8.1,53.1,05/04/2025 08:35:15 AM,0,S,0,
01001-01003,Refrigerante,10000600,1,171,153.9,27.7,181.6,05/04/2025 08:35:15 AM,0,S,0,
01001-01501,Kit De Limpieza Sistema Gasolina E Inyectores,10000600,1,120,108,19.44,127.44,05/04/2025 08:35:15 AM,0,S,0,
01001-01002,Aceite De Motor 10w30,10000621,7,45,315,56.7,371.7,16/04/2025 05:02:00 PM,0,S,0,
01001-03007,Arandela De Tapon De Carter,10000621,1,5.5,5.5,0.99,6.49,16/04/2025 05:02:00 PM,0,S,0,
01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,10000621,1,9.5,9.5,1.71,11.21,16/04/2025 05:02:00 PM,0,S,0,
MC,Material Consumible,10000621,1,75,75,13.5,88.5,16/04/2025 05:02:00 PM,0,S,0,
01001-01016,Aceite De Motor  5w40,10000624,6,56.66,339.96,61.19,401.15,15/04/2025 04:41:08 PM,0,S,0,
01001-03007,Arandela De Tapon De Carter,10000626,1,5.5,5.5,0.99,6.49,16/04/2025 03:34:42 PM,0,S,0,
01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,10000626,1,9.5,9.5,1.71,11.21,16/04/2025 03:34:42 PM,0,S,0,
MC,Material Consumible,10000626,1,75,75,13.5,88.5,16/04/2025 03:34:42 PM,0,S,0,
MC,Material Consumible,10000626,1,75,75,13.5,88.5,16/04/2025 03:47:54 PM,0,S,0,
01001-06036,Filtro De Aceite,10000624,1,100,100,18,118,15/04/2025 04:41:08 PM,0,S,0,
01001-03007,Arandela De Tapon De Carter,10000624,1,5.5,5.5,0.99,6.49,15/04/2025 04:41:08 PM,0,S,0,
01001-01501,Kit De Limpieza Sistema Gasolina E Inyectores,10000624,1,120,120,21.6,141.6,15/04/2025 04:41:08 PM,0,S,0,
01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,10000624,1,9.5,9.5,1.71,11.21,15/04/2025 04:41:08 PM,0,S,0,
MC,Material Consumible,10000624,1,75,75,13.5,88.5,15/04/2025 04:41:08 PM,0,S,0,
01001-02008,Foco Lagrima Chico W5w 12v 5w,10000616,1,3.5,3.5,0.63,4.13,16/04/2025 04:58:11 PM,0,S,0,
01001-01012,Aceite Atf Dw1,10000627,3,140,420,75.6,495.6,06/05/2025 09:01:53 PM,0,S,0,
01001-01005,Aceite De D/h,10000627,2,60,120,21.6,141.6,06/05/2025 09:01:53 PM,0,S,0,
01001-01031,Refrigerante Prest.,10000630,2,56.24,112.48,20.25,132.73,22/04/2025 10:54:49 AM,0,S,0,
01001-03069,Tapa De Radiador,10000630,1,27.97,27.97,5.03,33,22/04/2025 10:57:17 AM,0,S,0,
MC,Material Consumible,10000630,1,75,75,13.5,88.5,22/04/2025 10:57:17 AM,0,S,0,
01001-01035,Aceite De Caja Cvt,10000631,4,160,640,115.2,755.2,22/04/2025 12:45:19 PM,0,S,0,
MC,Material Consumible,10000631,1,75,75,13.5,88.5,22/04/2025 12:45:19 PM,0,S,0,
MC,Material Consumible,10000629,1,75,75,13.5,88.5,23/04/2025 10:09:54 PM,0,S,0,
MC,Material Consumible,10000637,1,75,75,13.5,88.5,28/05/2025 02:10:40 PM,0,S,0,
01001-01037,Aceite De Motor 5w30 C2/c3,10000638,5,45,225,40.5,265.5,25/04/2025 09:32:00 AM,0,S,0,
01001-02008,Foco Lagrima Chico W5w 12v 5w,10000605,1,3.5,3.5,0.63,4.13,07/04/2025 03:11:14 PM,0,S,0,
01001-02004,Bateria Quickstart - Smf-56219,10000612,1,330.35,330.35,59.46,389.81,07/04/2025 06:26:20 PM,0,S,0,
01001-02007,Foco Lagrima Med. W16w 12v. 16w.,10000609,1,15,15,2.7,17.7,11/04/2025 03:36:34 PM,0,S,0,
01001-02051,Foco 2 Cont. Base Metal P21/5w 12v,10000609,1,20,20,3.6,23.6,11/04/2025 03:36:34 PM,0,S,0,
01001-04008,Abrazadera Grande Poncho De Palier 45-120 Mm,10000611,1,6.85,6.85,1.23,8.08,09/04/2025 05:37:07 PM,0,S,0,
01001-04007,Abrazadera Chica Poncho De Palier 25-40 Mm,10000611,1,3.55,3.55,0.64,4.19,09/04/2025 05:37:07 PM,0,S,0,
01001-01502,Grasa De Palier,10000611,1,25,22.5,4.05,26.55,09/04/2025 05:37:07 PM,0,S,0,
MC,Material Consumible,10000611,1,75,75,13.5,88.5,08/04/2025 01:22:09 PM,0,S,0,
01001-01037,Aceite De Motor 5w30 C2/c3,10000611,6,45,243,43.74,286.74,09/04/2025 05:36:28 PM,0,S,0,
01001-06025,Filtro De Aire,10000626,1,55.09,52.34,9.42,61.76,16/04/2025 03:34:42 PM,0,S,0,
01001-06028,Filtro De Cabina A/c,10000626,1,75,71.25,12.83,84.08,16/04/2025 03:34:42 PM,0,S,0,
01001-01501,Kit De Limpieza Sistema Gasolina E Inyectores,10000626,1,120,114,20.52,134.52,16/04/2025 03:34:43 PM,0,S,0,
01001-03021,Sello De Base Filtro Aceite (15312-rza-003),10000545,1,40.05,40.05,7.21,47.26,15/04/2025 12:17:44 PM,0,S,0,
01001-03091,Empaque De Base De Filtro De Aceite,10000545,1,192.33,192.33,34.62,226.95,15/04/2025 12:17:44 PM,0,S,0,
01001-010078,Liquido De Freno Dot 4,10000631,2,45,81,14.58,95.58,23/04/2025 10:15:05 PM,0,S,0,
01001-01003,Refrigerante,10000631,1,171,153.9,27.7,181.6,23/04/2025 10:15:05 PM,0,S,0,
MC,Material Consumible,10000631,1,75,75,13.5,88.5,23/04/2025 10:15:05 PM,0,S,0,
01001-03007,Arandela De Tapon De Carter,10000634,1,5.5,5.5,0.99,6.49,29/04/2025 02:21:33 PM,0,S,0,
01001-06086,Filtro De Aceite,10000634,1,35,31.5,5.67,37.17,29/04/2025 02:21:33 PM,0,S,0,
01001-06027,Filtro De Aire,10000634,1,65,58.5,10.53,69.03,29/04/2025 02:21:33 PM,0,S,0,
01001-06028,Filtro De Cabina A/c,10000634,1,75,67.5,12.15,79.65,29/04/2025 02:21:33 PM,0,S,0,
01001-01501,Kit De Limpieza Sistema Gasolina E Inyectores,10000634,1,120,108,19.44,127.44,29/04/2025 02:21:33 PM,0,S,0,
01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,10000634,1,9.5,9.5,1.71,11.21,29/04/2025 02:21:33 PM,0,S,0,
MC,Material Consumible,10000634,1,75,75,13.5,88.5,29/04/2025 02:21:33 PM,0,S,0,
01001-01032,Aceite De Motor Sae 5w-30,10000612,5,45,202.5,36.45,238.95,07/04/2025 06:26:20 PM,0,S,0,
01001-03007,Arandela De Tapon De Carter,10000612,1,5.5,5.5,0.99,6.49,07/04/2025 06:26:20 PM,0,S,0,
01001-06086,Filtro De Aceite,10000612,1,35,31.5,5.67,37.17,07/04/2025 06:26:20 PM,0,S,0,
01001-06027,Filtro De Aire,10000612,1,65,58.5,10.53,69.03,07/04/2025 06:26:20 PM,0,S,0,
01001-06028,Filtro De Cabina A/c,10000612,1,75,67.5,12.15,79.65,07/04/2025 06:26:20 PM,0,S,0,
01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,10000612,1,9.5,9.5,1.71,11.21,07/04/2025 06:26:20 PM,0,S,0,
MC,Material Consumible,10000612,1,75,75,13.5,88.5,07/04/2025 06:26:20 PM,0,S,0,
01001-01016,Aceite De Motor  5w40,10000611,6,56.66,305.96,55.07,361.03,09/04/2025 05:12:18 PM,0,S,0,
01001-03007,Arandela De Tapon De Carter,10000611,1,5.5,5.5,0.99,6.49,09/04/2025 05:36:28 PM,0,S,0,
01001-06086,Filtro De Aceite,10000611,1,35,31.5,5.67,37.17,09/04/2025 05:36:28 PM,0,S,0,
01001-06027,Filtro De Aire,10000611,1,65,58.5,10.53,69.03,09/04/2025 05:36:28 PM,0,S,0,
01001-06028,Filtro De Cabina A/c,10000611,1,75,67.5,12.15,79.65,09/04/2025 05:36:28 PM,0,S,0,
01001-01501,Kit De Limpieza Sistema Gasolina E Inyectores,10000611,1,120,108,19.44,127.44,09/04/2025 05:36:28 PM,0,S,0,
01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,10000611,1,9.5,9.5,1.71,11.21,09/04/2025 05:36:28 PM,0,S,0,
01001-02004,Bateria Quickstart - Smf-56219,10000611,1,330.35,330.35,59.46,389.81,09/04/2025 05:25:45 PM,0,S,0,
01001-01001,Aceite De Motor 5w30,10000619,7,56.66,396.62,71.39,468.01,10/04/2025 06:52:30 PM,0,S,0,
01001-03007,Arandela De Tapon De Carter,10000619,1,5.5,5.5,0.99,6.49,10/04/2025 06:52:30 PM,0,S,0,
32140029,Filtro De Aceite,10000619,1,97,97,17.46,114.46,10/04/2025 06:52:30 PM,0,S,0,
31370089,Filtro De Aire,10000619,1,173,173,31.14,204.14,10/04/2025 06:52:30 PM,0,S,0,
01001-01501,Kit De Limpieza Sistema Gasolina E Inyectores,10000619,1,120,120,21.6,141.6,10/04/2025 06:52:30 PM,0,S,0,
01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,10000619,1,9.5,9.5,1.71,11.21,10/04/2025 06:52:30 PM,0,S,0,
MC,Material Consumible,10000619,1,75,75,13.5,88.5,10/04/2025 06:52:30 PM,0,S,0,
MC,Material Consumible,10000619,1,75,75,13.5,88.5,10/04/2025 06:53:50 PM,0,S,0,
01001-01032,Aceite De Motor Sae 5w-30,10000617,5,45,225,40.5,265.5,10/04/2025 04:38:51 PM,0,S,0,
01001-03007,Arandela De Tapon De Carter,10000617,1,5.5,5.5,0.99,6.49,10/04/2025 04:38:51 PM,0,S,0,
01001-06014,Filtro De Aceite,10000617,1,35,35,6.3,41.3,10/04/2025 04:38:51 PM,0,S,0,
01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,10000617,1,9.5,9.5,1.71,11.21,10/04/2025 04:38:51 PM,0,S,0,
MC,Material Consumible,10000617,1,75,75,13.5,88.5,10/04/2025 04:38:51 PM,0,S,0,
01001-06086,Filtro De Aceite,10000638,1,35,35,6.3,41.3,25/04/2025 09:32:00 AM,0,S,0,
01001-06027,Filtro De Aire,10000638,1,65,65,11.7,76.7,25/04/2025 09:32:00 AM,0,S,0,
01001-06028,Filtro De Cabina A/c,10000638,1,75,75,13.5,88.5,25/04/2025 09:32:00 AM,0,S,0,
01001-03007,Arandela De Tapon De Carter,10000638,1,5.5,5.5,0.99,6.49,25/04/2025 09:32:00 AM,0,S,0,
01001-01001,Aceite De Motor 5w30,10000605,5,56.66,269.13,48.44,317.57,07/04/2025 03:11:14 PM,0,S,0,
01001-03007,Arandela De Tapon De Carter,10000605,1,5.5,5.22,0.94,6.16,07/04/2025 03:11:14 PM,0,S,0,
01001-06086,Filtro De Aceite,10000605,1,35,33.25,5.99,39.24,07/04/2025 03:11:14 PM,0,S,0,
01001-06027,Filtro De Aire,10000605,1,65,61.75,11.12,72.87,07/04/2025 03:11:14 PM,0,S,0,
01001-06028,Filtro De Cabina A/c,10000605,1,75,71.25,12.83,84.08,07/04/2025 03:11:14 PM,0,S,0,
01001-010078,Liquido De Freno Dot 4,10000611,1,45,40.5,7.29,47.79,09/04/2025 05:36:42 PM,0,S,0,
01001-01012,Aceite Atf Dw1,10000620,4,85,340,61.2,401.2,21/04/2025 02:06:22 PM,0,S,0,
01001-010078,Liquido De Freno Dot 4,10000620,2,22,44,7.92,51.92,21/04/2025 02:06:22 PM,0,S,0,
01001-01008,Aceite De Motor 10w40,10000628,1.5,45,67.5,12.15,79.65,16/04/2025 02:42:30 PM,0,S,0,
01001-04002,Poncho De Palier Ext.,10000633,1,40,40,7.2,47.2,28/04/2025 08:13:54 AM,0,S,0,
01001-01501,Kit De Limpieza Sistema Gasolina E Inyectores,10000638,1,120,120,21.6,141.6,25/04/2025 09:32:00 AM,0,S,0,
01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,10000638,1,9.5,9.5,1.71,11.21,25/04/2025 09:32:00 AM,0,S,0,
MC,Material Consumible,10000638,1,75,75,13.5,88.5,25/04/2025 09:32:00 AM,0,S,0,
01001-01032,Aceite De Motor Sae 5w-30,10000639,6,45,234.03,42.13,276.16,25/04/2025 11:41:31 AM,0,S,0,
01001-09011,"Plumilla Post. 11""",10000638,1,55.94,55.94,10.07,66.01,24/04/2025 01:12:19 PM,0,S,0,
01001-03007,Arandela De Tapon De Carter,10000639,1,5.5,4.77,0.86,5.63,25/04/2025 11:41:31 AM,0,S,0,
01001-06086,Filtro De Aceite,10000639,1,35,30.34,5.46,35.8,25/04/2025 11:41:31 AM,0,S,0,
01001-04007,Abrazadera Chica Poncho De Palier 25-40 Mm,10000640,2,3.55,7.1,1.28,8.38,26/04/2025 11:11:11 AM,0,S,0,
MC,Material Consumible,10000639,1,75,65.01,11.7,76.71,25/04/2025 11:41:31 AM,0,S,0,
01001-04008,Abrazadera Grande Poncho De Palier 45-120 Mm,10000640,2,6.85,13.7,2.47,16.17,26/04/2025 11:11:11 AM,0,S,0,
01001-01502,Grasa De Palier,10000640,1,25,25,4.5,29.5,26/04/2025 11:11:11 AM,0,S,0,
01001-03111,Reten delantero de ciguenal,10000637,1,56,56,10.08,66.08,28/05/2025 02:11:22 PM,0,S,0,
01001-03112,Retenes de eje de levas,10000637,1,98,98,17.64,115.64,28/05/2025 02:11:22 PM,0,S,0,
01001-3118,Bomba de agua,10000637,1,500,500,90,590,28/05/2025 02:11:22 PM,0,S,0,
01001-01019,Refrigerante  (azul),10000637,1,110,110,19.8,129.8,28/05/2025 02:11:22 PM,0,S,0,
MC,Material consumible,10000637,1,75,75,13.5,88.5,28/05/2025 02:11:22 PM,0,S,0,
01001-03114,Faja de distribucion,10000637,1,430,430,77.4,507.4,28/05/2025 02:11:22 PM,0,S,0,
01001-02007,Foco Lagrima Med. W16w 12v. 16w.,10000672,2,15,27,4.86,31.86,24/05/2025 11:24:05 AM,0,S,0,
01001-02061,Foco Lagrima Mini 12v. 1.2w,10000672,2,2.5,4.75,0.86,5.61,24/05/2025 11:24:05 AM,0,S,0,
01001-02013,Foco Xenon Std. 35w Pk32d-5,10000672,1,391.55,371.97,66.95,438.92,24/05/2025 11:24:05 AM,0,S,0,
01001-01002,Aceite De Motor 10w30,10000672,5,45,213.75,38.48,252.23,24/05/2025 11:24:05 AM,0,S,0,
01001-03007,Arandela De Tapon De Carter,10000672,1,5.5,5.22,0.94,6.16,24/05/2025 11:24:05 AM,0,S,0,
01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,10000672,1,9.5,9.02,1.62,10.64,24/05/2025 11:24:34 AM,0,S,0,
01001-06086,Filtro De Aceite,10000673,1,45,45,8.1,53.1,21/05/2025 10:17:52 AM,0,S,0,
01001-06027,Filtro De Aire,10000673,1,65,65,11.7,76.7,21/05/2025 10:15:55 AM,0,S,0,
01001-06028,Filtro De Cabina A/c,10000673,1,75,75,13.5,88.5,21/05/2025 10:15:55 AM,0,S,0,
01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,10000673,1,9.5,9.5,1.71,11.21,21/05/2025 10:15:55 AM,0,S,0,
MC,Material Consumible,10000673,1,75,75,13.5,88.5,21/05/2025 10:15:55 AM,0,S,0,
01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,10000686,1,9.5,8.07,1.45,9.52,29/05/2025 02:22:22 PM,0,S,0,
MC,Material Consumible,10000686,1,75,75,13.5,88.5,29/05/2025 02:22:22 PM,0,S,0,
01001-02055,Foco Iodo H7  12v 55w.,10000650,1,42.38,42.38,7.63,50.01,28/05/2025 02:49:07 PM,0,S,0,
01001-02008,Foco Lagrima Chico W5w 12v 5w,10000650,3,3.5,10.5,1.89,12.39,28/05/2025 02:49:07 PM,0,S,0,
MC,Material Consumible,10000650,1,75,75,13.5,88.5,28/05/2025 02:50:25 PM,0,S,0,
01001-01501,Kit De Limpieza Sistema Gasolina E Inyectores,10000688,1,120,120,21.6,141.6,30/05/2025 08:45:31 AM,0,S,0,
01001-01505,Kit De Limpieza De Catalizador,10000688,1,280,280,50.4,330.4,30/05/2025 08:45:31 AM,0,S,0,
MC,Material Consumible,10000688,1,75,75,13.5,88.5,30/05/2025 05:31:00 PM,0,S,0,
01001-01032,Aceite De Motor Sae 5w-30,10000634,5,45,202.5,36.45,238.95,29/04/2025 02:21:44 PM,0,S,0,
01001-01008,Aceite De Motor 10w40,10000653,4,45,180,32.4,212.4,06/05/2025 07:45:05 PM,0,S,0,
MC,Material Consumible,10000613,1,75,75,13.5,88.5,28/05/2025 02:41:56 PM,0,S,0,
MC,Material Consumible,10000668,1,75,75,13.5,88.5,15/05/2025 05:52:07 PM,0,S,0,
01001-01502,Grasa De Palier,10000655,1,25,25,4.5,29.5,08/05/2025 06:18:17 PM,0,S,0,
01001-01003,Refrigerante,10000661,1,171,171,30.78,201.78,13/05/2025 05:42:51 PM,0,S,0,
MC,Material Consumible,10000655,1,75,75,13.5,88.5,08/05/2025 06:18:17 PM,0,S,0,
01001-02053,Foco 1 Cont. Base Metal. 12v,10000668,1,20,20,3.6,23.6,15/05/2025 05:52:07 PM,0,S,0,
01001-01501,Kit De Limpieza Sistema Gasolina E Inyectores,10000661,1,120,120,21.6,141.6,13/05/2025 05:46:39 PM,0,S,0,
01001-03007,Arandela De Tapon De Carter,10000670,1,5.5,5.5,0.99,6.49,17/05/2025 01:34:16 PM,0,S,0,
01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,10000670,1,9.5,9.5,1.71,11.21,17/05/2025 01:34:16 PM,0,S,0,
MC,Material Consumible,10000670,1,75,75,13.5,88.5,17/05/2025 01:34:16 PM,0,S,0,
01001-01002,Aceite De Motor 10w30,10000670,5,56.6,283,50.94,333.94,17/05/2025 01:34:16 PM,0,S,0,
01001-01032,Aceite de motor sae 5w-30,10000675,6,45,270,48.6,318.6,21/05/2025 05:35:44 PM,0,S,0,
01001-03007,Arandela de tapon de carter,10000675,1,5.5,5.5,0.99,6.49,21/05/2025 05:35:44 PM,0,S,0,
01001-06086,Filtro de aceite,10000675,1,35,35,6.3,41.3,21/05/2025 05:35:44 PM,0,S,0,
01001-06027,Filtro de aire,10000675,1,65,65,11.7,76.7,21/05/2025 05:35:44 PM,0,S,0,
01001-06028,Filtro de cabina a/c,10000675,1,75,75,13.5,88.5,21/05/2025 05:35:44 PM,0,S,0,
01001-01501,Kit de limpieza sistema gasolina e inyectores,10000675,1,120,120,21.6,141.6,21/05/2025 05:35:44 PM,0,S,0,
01001-01004,Shampoo limpiaparabrisas wurth 32ml.,10000675,1,9.5,9.5,1.71,11.21,21/05/2025 05:35:44 PM,0,S,0,
MC,Material consumible,10000675,1,75,75,13.5,88.5,21/05/2025 05:35:44 PM,0,S,0,
01001-03007,Arandela De Tapon De Carter,10000674,1,5.5,5.5,0.99,6.49,21/05/2025 02:33:26 PM,0,S,0,
MC,Material Consumible,10000675,1,75,75,13.5,88.5,21/05/2025 04:55:05 PM,0,S,0,
01001-01022,Aceite De Motor Diesel 15w40,10000650,7,42,294,52.92,346.92,28/05/2025 02:49:07 PM,0,S,0,
01001-03007,Arandela De Tapon De Carter,10000650,1,5.5,5.5,0.99,6.49,28/05/2025 02:49:07 PM,0,S,0,
01001-06093,Filtro De Aceite Diesel,10000650,1,101.3,101.3,18.23,119.53,28/05/2025 02:49:07 PM,0,S,0,
