OT,FECHA,PLACA,C_USUARIO,C_SEGURO,C_BROKER,C_TIPOOT,C_RECORDATORIO,KM,FHSALIDA,VIN,C_ESTADO,FHACTUALREG,COLOR,REQUERIMIENTO,CODIGO,DESCRIPCION,N_OT,CANTIDAD,PRECIO_UNITARIO,SUBTOTAL,IGV,TOTAL,FECHA_REGISTRO,REPARAR,C_MONEDA,N_PROFORMA,C_PROMOCION,N_OC,CANTIDAD_oc,OBSERVACION,PRECIO_UNITARIO_oc,TOTAL_oc,C_REPUESTO,IDINTERNO
10000090,04/03/2024 03:21:12 PM,AUC032 ,10002736,99,,R,,67470,08/03/2024 05:14:14 PM,3HGRM3850GG601057,S6,08/03/2024 05:39:44 PM,ROJO COPPER,CLIENTE SOLICITA: 1) SERVICIO MENOR 2) REVISAR BRILLO DE PINTURA DE PUERTAS POSTERIORES Y FUNDA DELANTERA (SE PINTARON EN EL 2022),01001-06014,FILTRO DE ACEITE (HONDA),10000090,1,35,31.5,5.67,37.17,08/03/2024 05:12:21 PM,0,S,0,,10000028,1,Requerimiento Inmediato,12.72,12.72,01001-06014,50355795
10000090,04/03/2024 03:21:12 PM,AUC032 ,10002736,99,,R,,67470,08/03/2024 05:14:14 PM,3HGRM3850GG601057,S6,08/03/2024 05:39:44 PM,ROJO COPPER,CLIENTE SOLICITA: 1) SERVICIO MENOR 2) REVISAR BRILLO DE PINTURA DE PUERTAS POSTERIORES Y FUNDA DELANTERA (SE PINTARON EN EL 2022),01001-06014,FILTRO DE ACEITE (HONDA),10000090,1,35,31.5,5.67,37.17,08/03/2024 05:12:21 PM,0,S,0,,10000248,1,Requerimiento Inmediato,12.71,12.71,01001-06014,50359354
10000090,04/03/2024 03:21:12 PM,AUC032 ,10002736,99,,R,,67470,08/03/2024 05:14:14 PM,3HGRM3850GG601057,S6,08/03/2024 05:39:44 PM,ROJO COPPER,CLIENTE SOLICITA: 1) SERVICIO MENOR 2) REVISAR BRILLO DE PINTURA DE PUERTAS POSTERIORES Y FUNDA DELANTERA (SE PINTARON EN EL 2022),01001-06014,FILTRO DE ACEITE (HONDA),10000090,1,35,31.5,5.67,37.17,08/03/2024 05:12:21 PM,0,S,0,,10000252,1,Requerimiento Inmediato,12.71,12.71,01001-06014,50359416
10000090,04/03/2024 03:21:12 PM,AUC032 ,10002736,99,,R,,67470,08/03/2024 05:14:14 PM,3HGRM3850GG601057,S6,08/03/2024 05:39:44 PM,ROJO COPPER,CLIENTE SOLICITA: 1) SERVICIO MENOR 2) REVISAR BRILLO DE PINTURA DE PUERTAS POSTERIORES Y FUNDA DELANTERA (SE PINTARON EN EL 2022),01001-06014,FILTRO DE ACEITE (HONDA),10000090,1,35,31.5,5.67,37.17,08/03/2024 05:12:21 PM,0,S,0,,10000255,1,Requerimiento Inmediato,12.71,12.71,01001-06014,50359455
10000090,04/03/2024 03:21:12 PM,AUC032 ,10002736,99,,R,,67470,08/03/2024 05:14:14 PM,3HGRM3850GG601057,S6,08/03/2024 05:39:44 PM,ROJO COPPER,CLIENTE SOLICITA: 1) SERVICIO MENOR 2) REVISAR BRILLO DE PINTURA DE PUERTAS POSTERIORES Y FUNDA DELANTERA (SE PINTARON EN EL 2022),01001-06014,FILTRO DE ACEITE (HONDA),10000090,1,35,31.5,5.67,37.17,08/03/2024 05:12:21 PM,0,S,0,,10000279,3,,12.72,38.16,01001-06014,50359833
10000090,04/03/2024 03:21:12 PM,AUC032 ,10002736,99,,R,,67470,08/03/2024 05:14:14 PM,3HGRM3850GG601057,S6,08/03/2024 05:39:44 PM,ROJO COPPER,CLIENTE SOLICITA: 1) SERVICIO MENOR 2) REVISAR BRILLO DE PINTURA DE PUERTAS POSTERIORES Y FUNDA DELANTERA (SE PINTARON EN EL 2022),MC,MATERIAL CONSUMIBLE,10000090,1,60,60,10.8,70.8,05/03/2024 09:47:39 AM,0,S,0,,,,,,,,
10000005,24/01/2023 12:08:54 PM,F6G040 ,10000049,99,,R,,59712,24/01/2023 05:41:13 PM,WBA3A1105EJ611090,S6,24/01/2023 01:40:43 PM,GRIS,Cambio de pastillas delt.,FRENOSBMW318I-A,Frenos Delanteros,10000005,1,380,380,68.4,448.4,12/02/2024 03:48:08 PM,0,S,0,,,,,,,,
10000005,24/01/2023 12:08:54 PM,F6G040 ,10000049,99,,R,,59712,24/01/2023 05:41:13 PM,WBA3A1105EJ611090,S6,24/01/2023 01:40:43 PM,GRIS,Cambio de pastillas delt.,SENSORBMW001,Sensor De Frenos Delt.,10000005,1,108,108,19.44,127.44,12/02/2024 03:48:08 PM,0,S,0,,,,,,,,
10000005,24/01/2023 12:08:54 PM,F6G040 ,10000049,99,,R,,59712,24/01/2023 05:41:13 PM,WBA3A1105EJ611090,S6,24/01/2023 01:40:43 PM,GRIS,Cambio de pastillas delt.,MC,Material Consumible,10000005,1,60,60,10.8,70.8,12/02/2024 03:48:08 PM,0,S,0,,,,,,,,
10000006,25/01/2023 01:11:49 PM,BLD160 ,10002732,99,,R,,26610,23/02/2026 01:09:30 PM,WBA1R5105K5K61083,S6,25/01/2023 02:32:12 PM,PLATA,SERVICIO MENOR CAMBIO DE FRENOS POST.,FRENOSBMW118I-A,Frenos Posteriores,10000006,1,330.5,330.5,59.49,389.99,12/02/2024 03:43:14 PM,0,S,0,,,,,,,,
10000006,25/01/2023 01:11:49 PM,BLD160 ,10002732,99,,R,,26610,23/02/2026 01:09:30 PM,WBA1R5105K5K61083,S6,25/01/2023 02:32:12 PM,PLATA,SERVICIO MENOR CAMBIO DE FRENOS POST.,SENSORBMW002,Sensor De Frenos Post.,10000006,1,113,113,20.34,133.34,12/02/2024 03:43:14 PM,0,S,0,,,,,,,,
10000006,25/01/2023 01:11:49 PM,BLD160 ,10002732,99,,R,,26610,23/02/2026 01:09:30 PM,WBA1R5105K5K61083,S6,25/01/2023 02:32:12 PM,PLATA,SERVICIO MENOR CAMBIO DE FRENOS POST.,FILTRO01,Filtro De Aceite,10000006,1,124,111.6,20.09,131.69,12/02/2024 03:43:14 PM,0,S,0,,,,,,,,
10000006,25/01/2023 01:11:49 PM,BLD160 ,10002732,99,,R,,26610,23/02/2026 01:09:30 PM,WBA1R5105K5K61083,S6,25/01/2023 02:32:12 PM,PLATA,SERVICIO MENOR CAMBIO DE FRENOS POST.,MC,Material Consumible,10000006,1,60,54,9.72,63.72,12/02/2024 03:43:14 PM,0,S,0,,,,,,,,
10000006,25/01/2023 01:11:49 PM,BLD160 ,10002732,99,,R,,26610,23/02/2026 01:09:30 PM,WBA1R5105K5K61083,S6,25/01/2023 02:32:12 PM,PLATA,SERVICIO MENOR CAMBIO DE FRENOS POST.,BPA000000100008,Arandela,10000006,1,3,2.7,0.49,3.19,12/02/2024 03:43:14 PM,0,S,0,,,,,,,,
10000006,25/01/2023 01:11:49 PM,BLD160 ,10002732,99,,R,,26610,23/02/2026 01:09:30 PM,WBA1R5105K5K61083,S6,25/01/2023 02:32:12 PM,PLATA,SERVICIO MENOR CAMBIO DE FRENOS POST.,BPA000000000016,Shampoo Limpia Parabrisas,10000006,1,6,5.4,0.97,6.37,12/02/2024 03:43:14 PM,0,S,0,,,,,,,,
10000006,25/01/2023 01:11:49 PM,BLD160 ,10002732,99,,R,,26610,23/02/2026 01:09:30 PM,WBA1R5105K5K61083,S6,25/01/2023 02:32:12 PM,PLATA,SERVICIO MENOR CAMBIO DE FRENOS POST.,BPA000000040001,Aceite Para Motor 5w30 C3,10000006,5,58,261,46.98,307.98,12/02/2024 03:43:14 PM,0,S,0,,,,,,,,
10000010,09/02/2023 12:29:04 PM,AUC032 ,10002736,99,,R,,55170,04/03/2024 03:19:37 PM,3HGRM3850GG601057,S6,04/03/2024 03:18:52 PM,ROJO,SERVICIO MENOR,BPA000000030007,Filtro De Aceite,10000010,1,38,34.2,6.16,40.36,04/03/2024 05:19:38 PM,0,S,0,,,,,,,,
10000010,09/02/2023 12:29:04 PM,AUC032 ,10002736,99,,R,,55170,04/03/2024 03:19:37 PM,3HGRM3850GG601057,S6,04/03/2024 03:18:52 PM,ROJO,SERVICIO MENOR,BPA000000040002,Aceite Para Motor 5w30  Sp/rc G6  (d1) (asia Y Americano),10000010,5,58,261,46.98,307.98,04/03/2024 05:19:38 PM,0,S,0,,,,,,,,
10000010,09/02/2023 12:29:04 PM,AUC032 ,10002736,99,,R,,55170,04/03/2024 03:19:37 PM,3HGRM3850GG601057,S6,04/03/2024 03:18:52 PM,ROJO,SERVICIO MENOR,MC,Material Consumible,10000010,1,60.45,60.45,10.88,71.33,04/03/2024 05:19:38 PM,0,S,0,,,,,,,,
10000010,09/02/2023 12:29:04 PM,AUC032 ,10002736,99,,R,,55170,04/03/2024 03:19:37 PM,3HGRM3850GG601057,S6,04/03/2024 03:18:52 PM,ROJO,SERVICIO MENOR,SHAMPOO01,Shampoo Limpia Parabrisas,10000010,1,5.78,5.2,0.94,6.14,04/03/2024 05:19:38 PM,0,S,0,,,,,,,,
10000010,09/02/2023 12:29:04 PM,AUC032 ,10002736,99,,R,,55170,04/03/2024 03:19:37 PM,3HGRM3850GG601057,S6,04/03/2024 03:18:52 PM,ROJO,SERVICIO MENOR,ARANDELA01,Arandela,10000010,1,3.5,3.15,0.57,3.72,04/03/2024 05:19:38 PM,0,S,0,,,,,,,,
10000011,02/02/2023 12:43:58 PM,AEJ500 ,10000097,99,,R,,55368,22/01/2026 08:44:43 AM,JTMZD9EV9ED034491,S6,09/02/2023 12:45:37 PM,,Servicio Menor,ACEITEWOLF01,Aceite De Motor Wolf 5w30,10000011,5,54,243,43.74,286.74,12/02/2024 03:41:24 PM,0,S,0,,,,,,,,
10000011,02/02/2023 12:43:58 PM,AEJ500 ,10000097,99,,R,,55368,22/01/2026 08:44:43 AM,JTMZD9EV9ED034491,S6,09/02/2023 12:45:37 PM,,Servicio Menor,BPA000000030007,Filtro De Aceite,10000011,1,38,34.2,6.16,40.36,22/01/2026 08:44:36 AM,0,S,0,,,,,,,,
10000011,02/02/2023 12:43:58 PM,AEJ500 ,10000097,99,,R,,55368,22/01/2026 08:44:43 AM,JTMZD9EV9ED034491,S6,09/02/2023 12:45:37 PM,,Servicio Menor,MC,Material Consumible,10000011,1,60,60,10.8,70.8,12/02/2024 03:41:24 PM,0,S,0,,,,,,,,
10000011,02/02/2023 12:43:58 PM,AEJ500 ,10000097,99,,R,,55368,22/01/2026 08:44:43 AM,JTMZD9EV9ED034491,S6,09/02/2023 12:45:37 PM,,Servicio Menor,SHAMPOO01,Shampoo Limpia Parabrisas,10000011,1,6,6,1.08,7.08,12/02/2024 03:41:24 PM,0,S,0,,,,,,,,
10000011,02/02/2023 12:43:58 PM,AEJ500 ,10000097,99,,R,,55368,22/01/2026 08:44:43 AM,JTMZD9EV9ED034491,S6,09/02/2023 12:45:37 PM,,Servicio Menor,ARANDELA01,Arandela,10000011,1,4,4,0.72,4.72,22/01/2026 08:44:36 AM,0,S,0,,,,,,,,
10000071,19/02/2024 12:30:13 PM,A8Z428 ,10001725,99,,R,,79530,30/03/2024 09:47:57 AM,WBAZV8106BLL58899,S6,30/03/2024 09:35:09 AM,GRIS SPACE METALIZAD,CLIENTE SOLICITA: 1) Diagnostico por testigo de falta de potencia y motor inestable 2) Reparacion de inyectores de combustible 3) Cambio de aceite y filtro de aceite de motor 4) Cambio de bujias 5) Reprogramacion de computadora 6) Abastecer combustible por S/.400 soles. ,01001-06004,Filtro De Aceite ( X5 ),10000071,1,119.44,119.44,21.5,140.94,30/03/2024 10:23:01 AM,0,S,0,,10000011,1,Requerimiento Inmediato,21.19,21.19,01001-06004,50355513
10000071,19/02/2024 12:30:13 PM,A8Z428 ,10001725,99,,R,,79530,30/03/2024 09:47:57 AM,WBAZV8106BLL58899,S6,30/03/2024 09:35:09 AM,GRIS SPACE METALIZAD,CLIENTE SOLICITA: 1) Diagnostico por testigo de falta de potencia y motor inestable 2) Reparacion de inyectores de combustible 3) Cambio de aceite y filtro de aceite de motor 4) Cambio de bujias 5) Reprogramacion de computadora 6) Abastecer combustible por S/.400 soles. ,01001-03025,BUJIAS BMW ZR5TPP33,10000071,8,126.39,1011.12,182,1193.12,30/03/2024 10:23:01 AM,0,S,0,,10000051,8,Requerimiento Inmediato,42.38,339.04,01001-03025,50356253
10000071,19/02/2024 12:30:13 PM,A8Z428 ,10001725,99,,R,,79530,30/03/2024 09:47:57 AM,WBAZV8106BLL58899,S6,30/03/2024 09:35:09 AM,GRIS SPACE METALIZAD,CLIENTE SOLICITA: 1) Diagnostico por testigo de falta de potencia y motor inestable 2) Reparacion de inyectores de combustible 3) Cambio de aceite y filtro de aceite de motor 4) Cambio de bujias 5) Reprogramacion de computadora 6) Abastecer combustible por S/.400 soles. ,MC,Material Consumible,10000071,1,60,60,10.8,70.8,30/03/2024 10:23:01 AM,0,S,0,,,,,,,,
10000082,26/02/2024 05:59:40 PM,ALE308 ,10000057,99,,R,,115988,13/03/2025 01:01:57 PM,1J4GL48K65W528255,S7,26/02/2024 05:59:40 PM,GRIS,"Cliente solicita: 1) Revisar parte baja, sufrió un golpe. 2) Revisar vibración al iniciar la primera marcha, como si algo golpeteara en la parte baja. 3) Revisar sonido al encender el aire acondicionado. 4) Escanear vehículo, presenta testigo de motor y de airbag encendidos. 5) Revisar dirección, se desvía hacia la derecha.",01001-01011,Aceite Atf+4 Mopar 1/4 Gl,10000082,9,75,675,121.5,796.5,08/03/2024 02:23:16 PM,0,S,0,,10000029,9,,39.75,357.75,01001-01011,50355813
10000082,26/02/2024 05:59:40 PM,ALE308 ,10000057,99,,R,,115988,13/03/2025 01:01:57 PM,1J4GL48K65W528255,S7,26/02/2024 05:59:40 PM,GRIS,"Cliente solicita: 1) Revisar parte baja, sufrió un golpe. 2) Revisar vibración al iniciar la primera marcha, como si algo golpeteara en la parte baja. 3) Revisar sonido al encender el aire acondicionado. 4) Escanear vehículo, presenta testigo de motor y de airbag encendidos. 5) Revisar dirección, se desvía hacia la derecha.",01001-02010,FOCO LAGRIMON 02 CONT.,10000082,2,20,40,7.2,47.2,08/03/2024 02:23:16 PM,0,S,0,,,,,,,,
10000091,05/03/2024 08:54:56 AM,AXK006 ,10002806,99,,R,,64988,08/03/2024 06:23:19 PM,SALCA2BG3HH648129,S6,08/03/2024 06:22:28 PM,BLANCO,"CLIENTE SOLICITA: 1) VERIFICAR QU¿ TIPO DE SERVICIO REQUIERE 2) PRESUPUESTAR PYP (PLANCHADO Y PINTURA) DE: FUNDA DELANTERA DE PARACHOQUE, GUARDAFANGO DELANTERO DERECHO, PUERTA DELANTERA DERECHA.",MC,Material Consumible,10000091,1,60,60,10.8,70.8,08/03/2024 10:09:28 AM,0,S,0,,,,,,,,
10000091,05/03/2024 08:54:56 AM,AXK006 ,10002806,99,,R,,64988,08/03/2024 06:23:19 PM,SALCA2BG3HH648129,S6,08/03/2024 06:22:28 PM,BLANCO,"CLIENTE SOLICITA: 1) VERIFICAR QU¿ TIPO DE SERVICIO REQUIERE 2) PRESUPUESTAR PYP (PLANCHADO Y PINTURA) DE: FUNDA DELANTERA DE PARACHOQUE, GUARDAFANGO DELANTERO DERECHO, PUERTA DELANTERA DERECHA.",01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,10000091,1,7,7,1.26,8.26,08/03/2024 10:09:29 AM,0,S,0,,,,,,,,
10000091,05/03/2024 08:54:56 AM,AXK006 ,10002806,99,,R,,64988,08/03/2024 06:23:19 PM,SALCA2BG3HH648129,S6,08/03/2024 06:22:28 PM,BLANCO,"CLIENTE SOLICITA: 1) VERIFICAR QU¿ TIPO DE SERVICIO REQUIERE 2) PRESUPUESTAR PYP (PLANCHADO Y PINTURA) DE: FUNDA DELANTERA DE PARACHOQUE, GUARDAFANGO DELANTERO DERECHO, PUERTA DELANTERA DERECHA.",01001-06015,Filtro De Cabina A/c (land Rover),10000091,1,195,195,35.1,230.1,08/03/2024 05:46:55 PM,0,S,0,,10000031,1,Requerimiento Inmediato,44.17,44.17,01001-06015,50355853
10000091,05/03/2024 08:54:56 AM,AXK006 ,10002806,99,,R,,64988,08/03/2024 06:23:19 PM,SALCA2BG3HH648129,S6,08/03/2024 06:22:28 PM,BLANCO,"CLIENTE SOLICITA: 1) VERIFICAR QU¿ TIPO DE SERVICIO REQUIERE 2) PRESUPUESTAR PYP (PLANCHADO Y PINTURA) DE: FUNDA DELANTERA DE PARACHOQUE, GUARDAFANGO DELANTERO DERECHO, PUERTA DELANTERA DERECHA.",01001-06015,Filtro De Cabina A/c (land Rover),10000091,1,195,195,35.1,230.1,08/03/2024 05:46:55 PM,0,S,0,,10000243,1,Requerimiento Inmediato,64.9,64.9,01001-06015,50359273
10000091,05/03/2024 08:54:56 AM,AXK006 ,10002806,99,,R,,64988,08/03/2024 06:23:19 PM,SALCA2BG3HH648129,S6,08/03/2024 06:22:28 PM,BLANCO,"CLIENTE SOLICITA: 1) VERIFICAR QU¿ TIPO DE SERVICIO REQUIERE 2) PRESUPUESTAR PYP (PLANCHADO Y PINTURA) DE: FUNDA DELANTERA DE PARACHOQUE, GUARDAFANGO DELANTERO DERECHO, PUERTA DELANTERA DERECHA.",01001-06015,Filtro De Cabina A/c (land Rover),10000091,1,195,195,35.1,230.1,08/03/2024 05:46:55 PM,0,S,0,,10000292,1,Requerimiento Inmediato,46.85,46.85,01001-06015,50360053
10000091,05/03/2024 08:54:56 AM,AXK006 ,10002806,99,,R,,64988,08/03/2024 06:23:19 PM,SALCA2BG3HH648129,S6,08/03/2024 06:22:28 PM,BLANCO,"CLIENTE SOLICITA: 1) VERIFICAR QU¿ TIPO DE SERVICIO REQUIERE 2) PRESUPUESTAR PYP (PLANCHADO Y PINTURA) DE: FUNDA DELANTERA DE PARACHOQUE, GUARDAFANGO DELANTERO DERECHO, PUERTA DELANTERA DERECHA.",01001-06016,Filtro De Aceite (land Rover),10000091,1,85,85,15.3,100.3,08/03/2024 05:46:55 PM,0,S,0,,10000031,1,Requerimiento Inmediato,32.92,32.92,01001-06016,50355854
10000091,05/03/2024 08:54:56 AM,AXK006 ,10002806,99,,R,,64988,08/03/2024 06:23:19 PM,SALCA2BG3HH648129,S6,08/03/2024 06:22:28 PM,BLANCO,"CLIENTE SOLICITA: 1) VERIFICAR QU¿ TIPO DE SERVICIO REQUIERE 2) PRESUPUESTAR PYP (PLANCHADO Y PINTURA) DE: FUNDA DELANTERA DE PARACHOQUE, GUARDAFANGO DELANTERO DERECHO, PUERTA DELANTERA DERECHA.",01001-06016,Filtro De Aceite (land Rover),10000091,1,85,85,15.3,100.3,08/03/2024 05:46:55 PM,0,S,0,,10000243,1,Requerimiento Inmediato,34.19,34.19,01001-06016,50359274
10000091,05/03/2024 08:54:56 AM,AXK006 ,10002806,99,,R,,64988,08/03/2024 06:23:19 PM,SALCA2BG3HH648129,S6,08/03/2024 06:22:28 PM,BLANCO,"CLIENTE SOLICITA: 1) VERIFICAR QU¿ TIPO DE SERVICIO REQUIERE 2) PRESUPUESTAR PYP (PLANCHADO Y PINTURA) DE: FUNDA DELANTERA DE PARACHOQUE, GUARDAFANGO DELANTERO DERECHO, PUERTA DELANTERA DERECHA.",01001-06016,Filtro De Aceite (land Rover),10000091,1,85,85,15.3,100.3,08/03/2024 05:46:55 PM,0,S,0,,10000292,1,Requerimiento Inmediato,54.52,54.52,01001-06016,50360054
10000091,05/03/2024 08:54:56 AM,AXK006 ,10002806,99,,R,,64988,08/03/2024 06:23:19 PM,SALCA2BG3HH648129,S6,08/03/2024 06:22:28 PM,BLANCO,"CLIENTE SOLICITA: 1) VERIFICAR QU¿ TIPO DE SERVICIO REQUIERE 2) PRESUPUESTAR PYP (PLANCHADO Y PINTURA) DE: FUNDA DELANTERA DE PARACHOQUE, GUARDAFANGO DELANTERO DERECHO, PUERTA DELANTERA DERECHA.",01001-06017,Filtro De Aire (land Rover),10000091,1,145,145,26.1,171.1,08/03/2024 05:46:55 PM,0,S,0,,10000031,1,Requerimiento Inmediato,58.92,58.92,01001-06017,50355855
10000091,05/03/2024 08:54:56 AM,AXK006 ,10002806,99,,R,,64988,08/03/2024 06:23:19 PM,SALCA2BG3HH648129,S6,08/03/2024 06:22:28 PM,BLANCO,"CLIENTE SOLICITA: 1) VERIFICAR QU¿ TIPO DE SERVICIO REQUIERE 2) PRESUPUESTAR PYP (PLANCHADO Y PINTURA) DE: FUNDA DELANTERA DE PARACHOQUE, GUARDAFANGO DELANTERO DERECHO, PUERTA DELANTERA DERECHA.",01001-06017,Filtro De Aire (land Rover),10000091,1,145,145,26.1,171.1,08/03/2024 05:46:55 PM,0,S,0,,10000243,1,Requerimiento Inmediato,63.18,63.18,01001-06017,50359275
10000091,05/03/2024 08:54:56 AM,AXK006 ,10002806,99,,R,,64988,08/03/2024 06:23:19 PM,SALCA2BG3HH648129,S6,08/03/2024 06:22:28 PM,BLANCO,"CLIENTE SOLICITA: 1) VERIFICAR QU¿ TIPO DE SERVICIO REQUIERE 2) PRESUPUESTAR PYP (PLANCHADO Y PINTURA) DE: FUNDA DELANTERA DE PARACHOQUE, GUARDAFANGO DELANTERO DERECHO, PUERTA DELANTERA DERECHA.",01001-06017,Filtro De Aire (land Rover),10000091,1,145,145,26.1,171.1,08/03/2024 05:46:55 PM,0,S,0,,10000292,2,Requerimiento Inmediato,57.74,115.48,01001-06017,50360055
10000091,05/03/2024 08:54:56 AM,AXK006 ,10002806,99,,R,,64988,08/03/2024 06:23:19 PM,SALCA2BG3HH648129,S6,08/03/2024 06:22:28 PM,BLANCO,"CLIENTE SOLICITA: 1) VERIFICAR QU¿ TIPO DE SERVICIO REQUIERE 2) PRESUPUESTAR PYP (PLANCHADO Y PINTURA) DE: FUNDA DELANTERA DE PARACHOQUE, GUARDAFANGO DELANTERO DERECHO, PUERTA DELANTERA DERECHA.",01001-01010,ACEITE DE MOTOR SINTETICO 5W-30 MOVIL 1,10000091,6,63.34,380.04,68.41,448.45,08/03/2024 05:52:17 PM,0,S,0,,,,,,,,
10000091,05/03/2024 08:54:56 AM,AXK006 ,10002806,99,,R,,64988,08/03/2024 06:23:19 PM,SALCA2BG3HH648129,S6,08/03/2024 06:22:28 PM,BLANCO,"CLIENTE SOLICITA: 1) VERIFICAR QU¿ TIPO DE SERVICIO REQUIERE 2) PRESUPUESTAR PYP (PLANCHADO Y PINTURA) DE: FUNDA DELANTERA DE PARACHOQUE, GUARDAFANGO DELANTERO DERECHO, PUERTA DELANTERA DERECHA.",01001-03019,Bujias (land Rover),10000091,4,97.5,390,70.2,460.2,08/03/2024 05:48:18 PM,0,S,0,,10000037,4,Requerimiento Inmediato,38.14,152.56,01001-03019,50355973
10000091,05/03/2024 08:54:56 AM,AXK006 ,10002806,99,,R,,64988,08/03/2024 06:23:19 PM,SALCA2BG3HH648129,S6,08/03/2024 06:22:28 PM,BLANCO,"CLIENTE SOLICITA: 1) VERIFICAR QU¿ TIPO DE SERVICIO REQUIERE 2) PRESUPUESTAR PYP (PLANCHADO Y PINTURA) DE: FUNDA DELANTERA DE PARACHOQUE, GUARDAFANGO DELANTERO DERECHO, PUERTA DELANTERA DERECHA.",01001-03007,Arandela De Tapon De Carter,10000091,1,4.5,4.5,0.81,5.31,08/03/2024 10:09:29 AM,0,S,0,,10000027,2,,1.47,2.94,01001-03007,50355774
10000091,05/03/2024 08:54:56 AM,AXK006 ,10002806,99,,R,,64988,08/03/2024 06:23:19 PM,SALCA2BG3HH648129,S6,08/03/2024 06:22:28 PM,BLANCO,"CLIENTE SOLICITA: 1) VERIFICAR QU¿ TIPO DE SERVICIO REQUIERE 2) PRESUPUESTAR PYP (PLANCHADO Y PINTURA) DE: FUNDA DELANTERA DE PARACHOQUE, GUARDAFANGO DELANTERO DERECHO, PUERTA DELANTERA DERECHA.",01001-03007,Arandela De Tapon De Carter,10000091,1,4.5,4.5,0.81,5.31,08/03/2024 10:09:29 AM,0,S,0,,10000062,5,,0.85,4.25,01001-03007,50356436
10000091,05/03/2024 08:54:56 AM,AXK006 ,10002806,99,,R,,64988,08/03/2024 06:23:19 PM,SALCA2BG3HH648129,S6,08/03/2024 06:22:28 PM,BLANCO,"CLIENTE SOLICITA: 1) VERIFICAR QU¿ TIPO DE SERVICIO REQUIERE 2) PRESUPUESTAR PYP (PLANCHADO Y PINTURA) DE: FUNDA DELANTERA DE PARACHOQUE, GUARDAFANGO DELANTERO DERECHO, PUERTA DELANTERA DERECHA.",01001-01501,LIMPIEZA SISTEMA GASOLINA E INYECTORES,10000091,1,140,140,25.2,165.2,08/03/2024 05:45:42 PM,0,S,0,,10000158,12,,15.5,186,01001-01501,50357713
10000091,05/03/2024 08:54:56 AM,AXK006 ,10002806,99,,R,,64988,08/03/2024 06:23:19 PM,SALCA2BG3HH648129,S6,08/03/2024 06:22:28 PM,BLANCO,"CLIENTE SOLICITA: 1) VERIFICAR QU¿ TIPO DE SERVICIO REQUIERE 2) PRESUPUESTAR PYP (PLANCHADO Y PINTURA) DE: FUNDA DELANTERA DE PARACHOQUE, GUARDAFANGO DELANTERO DERECHO, PUERTA DELANTERA DERECHA.",01001-07003,Seguro De Ruedas Orig.(land Rover),10000091,1,963.24,583.77,105.08,688.85,08/03/2024 06:19:11 PM,0,S,0,,10000042,1,Requerimiento Inmediato,583.77,583.77,01001-07003,50356073
10000092,05/03/2024 02:06:49 PM,BFU527 ,10002807,99,,R,,59832,04/04/2024 11:15:31 AM,19XFC2660JE500187,S6,21/08/2025 12:49:36 PM,NEGRO CRYSTAL,CLIENTA SOLICITA: 1) CAMBIO DE PUNTA EXTERIOR DE PALIER IZQUIERDO. 2) CAMBIO DE LIQUIDO DE FRENO.,01001-01502,Grasa De Palier ( Pote ),10000092,1,25,21.18,3.81,24.99,04/04/2024 11:13:03 AM,0,S,0,,10000226,3,,8.47,25.41,01001-01502,50358976
10000092,05/03/2024 02:06:49 PM,BFU527 ,10002807,99,,R,,59832,04/04/2024 11:15:31 AM,19XFC2660JE500187,S6,21/08/2025 12:49:36 PM,NEGRO CRYSTAL,CLIENTA SOLICITA: 1) CAMBIO DE PUNTA EXTERIOR DE PALIER IZQUIERDO. 2) CAMBIO DE LIQUIDO DE FRENO.,01001-01006,Liquido De Freno Dot4  500ml,10000092,3,45,135,24.3,159.3,13/03/2024 10:14:53 AM,0,S,0,,10000014,24,,16.88,405.12,01001-01006,50355573
10000092,05/03/2024 02:06:49 PM,BFU527 ,10002807,99,,R,,59832,04/04/2024 11:15:31 AM,19XFC2660JE500187,S6,21/08/2025 12:49:36 PM,NEGRO CRYSTAL,CLIENTA SOLICITA: 1) CAMBIO DE PUNTA EXTERIOR DE PALIER IZQUIERDO. 2) CAMBIO DE LIQUIDO DE FRENO.,01001-04004,PUNTA DE PALIER EXT.(HONDA)26X22X58,10000092,2,235,470,84.6,554.6,04/04/2024 11:13:03 AM,0,S,0,,10000044,2,Requerimiento Inmediato,76.27,152.54,01001-04004,50356113
10000092,05/03/2024 02:06:49 PM,BFU527 ,10002807,99,,R,,59832,04/04/2024 11:15:31 AM,19XFC2660JE500187,S6,21/08/2025 12:49:36 PM,NEGRO CRYSTAL,CLIENTA SOLICITA: 1) CAMBIO DE PUNTA EXTERIOR DE PALIER IZQUIERDO. 2) CAMBIO DE LIQUIDO DE FRENO.,01001-05005,Esparrago De Rueda  (honda),10000092,2,7.71,15.42,2.78,18.2,13/03/2024 10:14:53 AM,0,S,0,,10000040,2,,4.66,9.32,01001-05005,50356033
